"id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durSchoolSite","durSchoolOnline","durStudy","mainStudent","mainJobSearch","mainEmployed","mainWorked12m","mainWorkedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone"
12124,6,2,"neverMarried",13,"urban",2,4,6,563,15,15,903,35,0,0,0,0,NA,2,1,1,2,NA,8,2,2,1,2
12125,6,1,"divorced",24,"urban",1,6,6,660,110,105,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12128,6,2,"married",10,"urban",2,4,5,550,90,255,240,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12136,7,2,"widowed",59,"urban",4,6,6,480,170,120,1360,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12142,5,2,"divorced",24,"urban",2,4,6,660,50,40,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12143,6,2,"married",10,"urban",3,6,6,540,85,90,150,45,0,0,0,0,NA,2,2,2,2,NA,8,2,1,NA,2
12147,7,2,"widowed",35,"urban",1,6,6,300,30,30,1410,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12148,3,2,"married",47,"urban",6,4,4,630,30,10,70,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
12149,6,2,"commonLaw",47,"urban",2,4,6,420,60,60,540,50,490,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1
12162,7,2,"married",59,"rural",7,4,3,630,20,60,15,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12172,2,1,"neverMarried",48,"urban",5,4,1,480,180,65,435,95,0,0,0,0,NA,1,1,1,2,NA,5,2,2,2,2
12175,5,2,"neverMarried",59,"urban",6,6,6,630,110,130,1320,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12179,5,1,"married",13,"urban",2,5,2,540,105,90,120,60,0,0,60,0,NA,2,2,2,2,NA,8,2,2,2,2
12180,5,2,"married",35,"urban",6,5,4,525,195,0,410,80,0,0,0,0,NA,NA,2,2,2,NA,1,2,2,2,2
12191,6,1,"separated",35,"urban",1,6,6,570,25,0,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12192,6,1,"married",12,"urban",6,4,3,405,110,45,610,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12200,5,2,"neverMarried",12,"urban",3,6,1,765,45,30,1310,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12208,5,1,"divorced",24,"urban",5,4,3,470,185,215,1180,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12212,6,1,"neverMarried",35,"rural",3,6,6,570,90,60,1440,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12216,4,2,"married",35,"rural",5,4,1,480,45,15,330,0,410,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
12219,7,2,"married",59,"urban",3,5,6,480,15,275,30,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12221,6,1,"married",10,"rural",1,4,2,690,45,105,105,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12224,6,1,"separated",24,"urban",3,6,6,650,0,60,1360,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12230,5,1,"married",35,"urban",3,6,5,440,30,90,0,10,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12232,4,2,"married",11,"pei",2,4,2,510,90,120,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
12233,7,1,"married",24,"urban",3,6,6,440,0,195,590,25,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12237,6,2,"married",24,"urban",2,5,1,840,180,0,0,180,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12238,3,1,"married",11,"pei",3,6,6,420,0,60,60,60,900,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
12239,7,1,"married",24,"urban",1,6,6,570,0,45,315,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12250,6,2,"married",47,"urban",5,4,6,650,45,140,255,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1
12258,7,2,"divorced",35,"urban",4,4,3,440,160,15,1325,55,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12265,5,2,"neverMarried",46,"urban",4,6,6,360,70,70,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12266,7,1,"divorced",35,"urban",3,6,6,465,0,90,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
12267,7,1,"widowed",35,"urban",4,6,1,615,45,120,1440,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12269,5,1,"married",10,"rural",3,6,6,450,0,180,30,330,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12278,5,1,"neverMarried",59,"urban",3,4,6,570,0,30,1320,10,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12286,5,1,"married",35,"urban",2,6,6,630,0,120,750,90,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2
12292,5,2,"widowed",35,"urban",4,4,6,510,60,150,1200,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12294,5,1,"neverMarried",13,"urban",2,4,1,510,100,210,1290,10,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2
12302,7,2,"widowed",35,"urban",4,4,6,540,40,115,1375,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12306,3,1,"neverMarried",11,"pei",3,6,5,450,40,0,710,50,575,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
12309,6,2,"married",48,"urban",NA,6,2,480,240,60,960,0,0,0,0,0,NA,NA,NA,2,2,NA,8,2,2,2,2
12316,7,1,"widowed",47,"rural",4,4,1,510,60,45,1050,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
12321,5,2,"widowed",12,"rural",4,5,1,500,35,0,1210,65,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
12323,1,2,"married",35,"urban",1,4,3,480,115,60,0,85,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
12324,1,1,"commonLaw",24,"urban",4,5,3,520,0,60,40,0,0,420,0,300,NA,NA,NA,1,1,1,3,2,2,1,1
12325,5,1,"married",35,"urban",2,6,6,315,0,35,155,80,635,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,1
12327,5,1,"married",24,"urban",1,6,6,535,60,50,405,0,0,0,0,0,NA,NA,2,2,2,NA,8,2,2,2,2
12331,5,1,"married",48,"urban",7,4,6,900,0,70,145,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,2
12337,4,2,"divorced",35,"urban",NA,5,1,1130,180,0,1440,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,1,2
12348,5,2,"married",35,"urban",2,6,2,480,140,90,500,50,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12350,5,1,"separated",59,"urban",NA,5,6,775,230,30,1270,85,0,0,0,0,NA,1,2,2,2,NA,8,NA,2,2,2
12353,6,1,"married",13,"rural",4,6,6,610,40,95,465,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12358,6,2,"neverMarried",35,"urban",3,6,1,410,120,90,1230,30,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2
12365,5,1,"divorced",59,"urban",6,4,6,645,0,30,1155,150,0,0,0,0,NA,2,2,2,2,NA,1,2,2,NA,2
12367,6,1,"married",35,"urban",5,4,6,430,0,120,60,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1
12370,7,2,"widowed",24,"urban",2,6,6,540,30,150,1360,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12375,4,1,"neverMarried",10,"urban",7,6,6,510,150,120,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12383,2,1,"commonLaw",12,"urban",7,4,5,420,0,15,420,95,480,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2
12384,6,2,"neverMarried",24,"urban",3,6,1,690,0,40,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12387,6,2,"divorced",13,"rural",1,6,6,540,120,160,1280,30,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
12389,6,1,"married",24,"urban",2,4,5,505,35,160,440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12393,5,1,"married",46,"rural",4,6,6,750,0,40,510,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12398,1,1,"neverMarried",35,"urban",1,6,2,450,0,60,585,0,0,200,0,0,1,1,1,1,2,1,2,2,2,1,2
12400,7,2,"widowed",11,"pei",2,6,6,465,100,85,1410,15,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12411,6,1,"married",12,"urban",NA,6,6,570,0,100,570,120,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
12415,2,1,"neverMarried",48,"urban",4,4,3,625,10,30,1440,70,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
12419,6,1,"neverMarried",35,"urban",2,6,4,510,210,0,1215,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12420,7,2,"married",48,"urban",1,6,5,465,100,90,200,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12422,5,2,"married",59,"urban",2,6,1,570,30,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12433,2,1,"commonLaw",59,"rural",2,6,2,480,0,200,40,25,565,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12441,5,2,"divorced",24,"urban",6,4,6,420,45,55,1170,10,300,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12443,6,2,"married",12,"urban",2,4,5,530,75,60,30,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
12446,5,2,"neverMarried",24,"urban",2,5,6,545,30,75,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12449,5,2,"separated",35,"urban",1,6,6,480,40,30,870,0,570,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
12451,5,2,"commonLaw",24,"urban",4,4,6,420,0,45,655,270,495,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12452,4,2,"divorced",47,"rural",1,6,6,450,0,0,1440,105,480,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2
12456,6,2,"married",35,"urban",2,6,6,600,70,30,200,50,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12467,5,1,"married",24,"rural",3,6,6,475,0,135,300,20,0,0,0,0,NA,2,2,2,2,NA,2,2,1,2,2
12475,7,2,"widowed",13,"urban",1,4,3,600,0,150,1290,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,1
12476,6,2,"neverMarried",24,"urban",4,6,6,480,75,255,1175,40,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12477,6,2,"neverMarried",24,"urban",6,5,6,450,30,60,1010,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12482,5,1,"married",10,"rural",2,6,2,480,150,45,570,0,405,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
12484,5,2,"married",10,"rural",7,6,6,600,60,90,280,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,1,2
12485,4,2,"married",10,"rural",4,5,3,720,60,85,260,80,0,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,1
12486,7,2,"married",24,"urban",7,5,6,730,0,180,450,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12497,6,2,"widowed",35,"rural",4,6,6,390,110,60,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12500,7,2,"widowed",35,"urban",3,6,1,660,45,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12501,7,1,"widowed",24,"urban",1,6,2,750,75,105,1200,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12504,6,1,"married",24,"urban",1,4,3,705,0,120,825,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
12519,1,2,"neverMarried",46,"rural",1,4,5,540,0,55,795,0,405,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
12525,6,2,"married",35,"rural",2,4,3,390,60,90,255,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12533,3,1,"married",46,"rural",2,4,6,360,75,0,50,50,485,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2
12537,1,2,"neverMarried",35,"urban",2,6,1,600,0,240,720,0,0,0,0,0,NA,1,2,2,2,NA,7,2,2,2,2
12541,5,1,"married",35,"rural",2,6,6,630,50,140,1230,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12542,7,1,"widowed",10,"urban",1,6,1,390,0,80,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12545,2,1,"neverMarried",48,"urban",6,4,3,540,60,50,980,60,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,2
12546,7,1,"widowed",35,"urban",7,6,6,480,0,165,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12554,5,1,"neverMarried",48,"urban",1,6,2,480,0,15,1200,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
12587,6,2,"neverMarried",24,"rural",2,6,2,510,0,0,1290,120,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1
12595,7,1,"widowed",11,"pei",1,5,6,480,0,60,1125,10,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
12597,5,1,"divorced",24,"urban",1,4,4,575,15,30,1100,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12598,7,2,"widowed",11,"pei",1,6,6,645,10,65,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12602,7,1,"married",46,"rural",3,6,1,120,0,30,210,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12603,5,2,"married",24,"rural",1,4,3,900,120,0,240,0,240,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
12606,7,1,"widowed",35,"urban",2,6,6,660,0,10,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12608,7,2,"widowed",12,"urban",2,6,6,645,0,150,1230,45,0,0,0,0,NA,2,2,2,2,NA,8,NA,1,2,2
12617,7,2,"married",47,"urban",1,6,6,1225,20,45,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12618,7,1,"married",35,"urban",7,6,3,630,30,75,1065,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12619,5,2,"married",35,"urban",1,6,2,230,50,90,225,15,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12624,7,2,"separated",24,"urban",2,4,6,560,105,0,1395,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12627,4,1,"married",24,"urban",5,5,6,450,60,30,540,30,570,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12628,5,1,"commonLaw",24,"urban",2,5,3,540,0,165,90,240,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12631,6,1,"married",59,"urban",4,5,6,530,185,30,30,25,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
12632,6,2,"widowed",24,"urban",3,6,6,60,30,30,1380,15,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12635,6,1,"married",35,"urban",2,5,1,555,120,240,600,50,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1
12639,3,2,"married",11,"pei",2,5,6,555,65,60,435,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12647,1,1,"neverMarried",48,"urban",2,4,4,240,0,0,705,45,585,0,0,390,NA,NA,NA,1,1,1,7,NA,NA,2,2
12650,4,2,"married",13,"urban",6,4,6,555,60,105,360,120,405,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
12651,6,1,"married",35,"urban",4,6,6,540,0,150,240,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
12652,6,1,"married",59,"urban",5,4,4,525,0,150,95,50,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
12661,3,2,"neverMarried",35,"urban",2,4,6,495,90,0,1440,30,570,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,1
12672,3,1,"neverMarried",24,"rural",3,4,6,520,60,75,935,40,475,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12679,6,2,"married",47,"urban",2,6,4,645,0,180,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12681,5,1,"separated",10,"urban",2,6,3,420,45,80,1350,110,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12685,7,2,"widowed",35,"urban",2,6,6,480,0,180,1155,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
12687,5,2,"married",13,"rural",4,6,6,390,60,50,615,15,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12698,3,2,"neverMarried",35,"urban",2,6,1,1020,10,15,1320,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
12702,7,2,"married",35,"urban",2,4,6,510,125,120,30,110,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12703,6,2,"neverMarried",24,"urban",1,5,6,450,55,95,1395,100,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12705,6,1,"married",24,"rural",6,6,6,510,10,60,1160,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
12706,2,1,"married",47,"urban",NA,5,4,280,0,0,30,30,840,0,0,0,NA,NA,NA,2,2,NA,3,2,2,2,1
12719,4,1,"married",12,"urban",3,5,5,540,60,120,480,30,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12720,5,1,"neverMarried",35,"urban",2,5,6,380,30,30,1335,0,0,0,0,0,2,2,1,1,2,2,1,2,2,2,2
12727,7,2,"neverMarried",59,"urban",7,4,6,480,110,200,1225,0,0,120,0,195,2,2,2,2,2,2,8,2,2,2,2
12730,7,1,"married",24,"rural",1,6,1,615,0,90,30,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12733,7,1,"married",35,"urban",2,5,6,525,0,120,375,180,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12737,3,1,"married",24,"urban",NA,5,5,420,0,30,30,60,420,0,0,60,NA,NA,NA,2,2,NA,1,2,1,1,1
12741,5,2,"divorced",35,"urban",4,5,5,450,65,155,825,75,425,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12743,6,1,"married",59,"urban",NA,4,6,620,60,80,245,20,0,0,0,0,NA,NA,NA,2,2,NA,8,2,2,1,2
12744,2,2,"commonLaw",35,"urban",4,5,2,420,135,0,620,0,505,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
12746,5,2,"married",35,"urban",7,6,6,605,120,0,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12750,5,2,"married",35,"urban",1,6,6,600,30,45,90,0,750,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
12758,5,2,"married",59,"urban",2,6,6,600,0,45,240,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1
12760,4,1,"neverMarried",10,"rural",1,6,2,630,30,65,1200,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12763,7,2,"widowed",10,"urban",6,4,5,540,10,115,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12764,6,2,"married",59,"urban",4,6,6,660,95,235,335,10,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12765,7,1,"widowed",12,"urban",4,6,5,850,0,50,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
12769,6,1,"married",24,"urban",2,5,3,610,0,180,240,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12770,6,2,"divorced",24,"urban",6,5,2,450,20,25,925,40,515,0,0,0,NA,NA,NA,1,1,NA,2,1,1,2,2
12772,6,2,"married",24,"urban",2,6,4,525,15,85,170,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12773,1,1,"neverMarried",24,"urban",2,4,3,720,0,60,1350,0,0,0,0,0,1,2,1,1,2,1,1,2,2,2,2
12779,5,2,"married",12,"rural",2,6,6,510,150,120,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1
12781,6,2,"widowed",46,"urban",7,6,NA,465,0,285,530,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
12783,1,2,"neverMarried",24,"urban",2,5,6,580,0,0,885,10,555,0,0,0,2,2,1,1,2,1,7,2,2,1,2
12787,6,2,"widowed",24,"urban",1,6,1,420,35,30,1440,30,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2
12792,5,2,"neverMarried",59,"urban",6,4,6,451,0,60,765,0,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12793,6,1,"commonLaw",59,"urban",2,6,6,390,0,180,90,90,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
12802,6,2,"married",35,"urban",1,6,1,570,0,30,285,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12804,5,1,"divorced",47,"rural",4,6,2,540,0,45,715,0,655,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2
12805,6,2,"married",35,"urban",4,6,6,510,60,60,630,50,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1
12808,7,1,"married",35,"rural",3,4,6,490,185,0,310,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12812,5,1,"married",10,"rural",3,6,2,540,120,0,300,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12813,4,1,"married",35,"urban",6,4,6,300,0,30,270,90,810,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2
12816,2,1,"neverMarried",35,"urban",1,4,4,360,30,0,1370,0,490,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
12824,5,1,"married",35,"urban",2,6,6,600,0,45,60,40,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
12826,6,1,"married",48,"urban",6,4,1,570,80,70,530,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
12828,5,1,"neverMarried",24,"rural",3,6,6,555,0,25,800,15,575,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2
12831,5,1,"commonLaw",24,"urban",1,4,6,390,0,30,238,28,552,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
12832,7,1,"married",24,"urban",2,6,6,660,0,120,750,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12835,7,2,"widowed",35,"urban",1,6,6,720,195,180,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
12837,7,1,"married",59,"rural",1,6,6,540,135,90,355,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
12841,6,2,"married",24,"urban",1,4,3,450,120,105,280,280,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12844,6,1,"married",24,"urban",2,4,6,860,70,125,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12850,6,1,"married",47,"urban",3,6,2,635,85,0,805,50,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12859,6,2,"widowed",35,"urban",1,6,6,420,195,30,1440,60,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12862,5,2,"divorced",10,"urban",2,4,2,630,30,25,1190,95,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
12863,6,2,"married",10,"rural",3,6,1,510,105,75,585,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12874,6,2,"widowed",35,"rural",7,5,6,570,0,165,915,90,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12876,5,1,"married",59,"urban",4,5,3,480,30,120,15,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12878,5,2,"divorced",35,"urban",4,6,6,540,10,0,1295,190,285,0,0,0,NA,NA,NA,1,1,NA,NA,2,2,2,2
12882,5,1,"neverMarried",35,"urban",6,4,4,790,30,0,1100,40,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
12883,3,1,"neverMarried",24,"urban",NA,4,6,495,45,115,900,100,480,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
12886,7,2,"widowed",35,"urban",6,6,6,480,60,10,1320,85,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12888,5,1,"commonLaw",13,"rural",6,6,6,480,25,100,400,40,430,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
12891,3,2,"married",46,"urban",6,6,6,480,50,135,185,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12894,5,1,"commonLaw",59,"rural",7,5,5,330,75,70,1410,35,0,0,0,0,NA,1,1,1,2,NA,1,2,1,2,2
12896,7,1,"married",24,"urban",7,4,1,570,165,0,1260,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12898,6,2,"divorced",59,"urban",6,6,5,570,105,0,1365,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12901,7,1,"married",24,"urban",1,6,6,510,20,140,210,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12902,7,1,"married",35,"urban",1,6,6,595,145,30,630,30,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
12903,5,2,"separated",12,"urban",4,6,6,555,35,0,960,50,120,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,1
12905,6,1,"married",13,"urban",2,6,1,540,0,195,120,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12907,7,1,"married",35,"urban",4,4,5,330,0,30,10,85,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12914,4,2,"divorced",24,"urban",5,6,6,600,0,150,1440,30,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
12917,7,2,"widowed",24,"urban",2,6,NA,600,0,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12924,5,2,"married",13,"urban",1,6,2,540,130,110,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12928,4,2,"married",46,"rural",4,4,1,565,30,115,485,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
12929,7,2,"widowed",12,"urban",4,6,6,635,0,60,645,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
12932,6,2,"divorced",24,"urban",2,6,6,900,30,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
12934,7,1,"married",59,"urban",5,6,2,450,30,30,510,0,540,0,0,0,NA,2,1,1,2,NA,1,1,2,2,2
12936,4,2,"neverMarried",24,"urban",2,6,2,645,0,150,885,0,210,0,0,0,NA,NA,1,1,2,NA,1,2,2,2,2
12938,7,2,"divorced",35,"urban",1,6,1,610,60,30,1300,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
12941,5,1,"widowed",59,"urban",NA,6,4,690,0,80,1360,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,NA
12948,6,2,"commonLaw",24,"urban",NA,6,6,555,90,90,325,10,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
12955,2,2,"married",59,"urban",4,4,6,505,0,20,140,0,0,0,60,0,NA,2,1,1,2,NA,1,2,2,2,2
12965,5,1,"married",10,"rural",3,6,1,700,0,60,820,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
