"id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durSchoolSite","durSchoolOnline","durStudy","mainStudent","mainJobSearch","mainEmployed","mainWorked12m","mainWorkedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone"
18161,1,1,"neverMarried",24,"rural",3,4,5,630,0,35,60,45,320,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2
18163,5,2,"widowed",35,"urban",4,5,5,120,70,80,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
18164,7,2,"widowed",24,"urban",1,6,6,525,0,0,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,NA,2,2,1
18166,5,1,"married",59,"urban",2,4,3,560,220,105,640,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18167,6,2,"commonLaw",12,"urban",2,6,2,600,0,90,770,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18170,6,2,"married",47,"urban",1,4,2,645,75,0,150,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18178,7,1,"widowed",11,"pei",1,4,6,530,60,60,935,75,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
18182,7,2,"married",59,"urban",1,6,6,435,0,210,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,1,1
18185,5,2,"married",35,"urban",2,4,6,600,90,90,1440,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18190,6,2,"neverMarried",35,"urban",NA,6,2,710,65,10,1320,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
18191,7,1,"neverMarried",35,"rural",1,6,6,480,0,210,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18197,7,2,"widowed",13,"rural",1,6,6,575,70,50,1330,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18200,5,2,"neverMarried",10,"urban",7,6,6,405,30,25,645,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
18201,7,1,"married",35,"urban",6,6,6,620,0,180,90,60,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,1
18203,6,2,"neverMarried",12,"urban",3,6,6,570,0,200,730,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
18207,7,2,"married",59,"urban",1,6,6,560,15,130,615,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18208,1,2,"neverMarried",11,"pei",1,5,3,570,0,75,650,0,485,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18222,6,1,"married",24,"rural",1,6,1,495,30,90,655,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18224,6,2,"widowed",24,"urban",3,4,6,510,25,90,685,175,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18231,7,2,"widowed",10,"urban",2,6,6,480,0,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
18236,6,2,"divorced",12,"rural",6,4,6,480,0,220,585,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18240,6,1,"neverMarried",13,"urban",7,6,5,480,10,10,350,50,455,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,2
18241,7,2,"widowed",24,"urban",6,4,6,600,30,55,1440,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18247,7,1,"married",24,"urban",1,4,6,500,140,115,75,80,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
18248,4,1,"neverMarried",47,"urban",2,5,6,450,45,0,695,90,555,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18249,6,1,"divorced",24,"urban",2,4,4,540,60,150,1440,60,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18265,6,2,"married",24,"urban",7,4,6,530,0,245,230,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18267,5,1,"married",24,"urban",1,4,6,300,90,90,720,25,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18269,7,1,"married",10,"rural",1,6,6,480,45,40,345,90,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
18270,1,2,"separated",11,"pei",2,6,2,360,80,0,1385,0,0,0,0,0,NA,1,1,1,2,NA,1,1,2,1,2
18271,5,2,"married",24,"urban",2,6,3,630,30,180,1015,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1
18273,2,1,"neverMarried",35,"urban",6,6,2,590,0,50,1410,0,0,0,0,0,NA,NA,1,1,2,NA,7,2,1,1,2
18277,5,2,"married",48,"rural",2,4,5,510,70,10,630,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18279,5,1,"married",48,"urban",7,5,6,420,0,30,220,55,590,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18281,5,1,"divorced",35,"rural",1,6,6,655,35,0,1440,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
18282,6,2,"neverMarried",59,"rural",2,4,6,465,200,50,1235,60,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18284,6,2,"widowed",47,"urban",2,4,3,570,0,210,1215,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18285,4,2,"married",47,"urban",5,6,1,600,90,0,450,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18287,5,2,"neverMarried",24,"urban",5,6,6,480,30,105,1005,0,435,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
18290,6,2,"neverMarried",59,"rural",7,5,2,570,10,50,1015,0,0,0,0,0,NA,2,2,2,2,NA,1,NA,2,2,2
18300,3,2,"married",35,"urban",4,4,6,470,45,120,990,0,550,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18313,5,2,"married",24,"rural",7,6,6,560,0,40,0,60,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18314,7,2,"widowed",47,"rural",1,4,3,540,40,0,1260,35,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18317,7,1,"married",13,"urban",7,6,6,510,160,150,190,130,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
18318,5,2,"married",35,"rural",3,4,3,630,120,0,390,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18325,7,1,"commonLaw",59,"urban",3,6,6,390,220,190,630,65,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18329,7,1,"widowed",35,"urban",3,6,6,510,135,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18330,5,2,"widowed",59,"urban",7,4,3,480,30,30,1005,100,0,95,0,0,NA,NA,NA,1,1,2,2,2,1,1,2
18332,4,1,"married",13,"urban",2,4,3,520,0,165,405,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18333,5,2,"married",12,"urban",3,5,4,720,60,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
18339,7,2,"married",24,"urban",1,4,2,540,440,10,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1
18342,5,1,"neverMarried",46,"urban",3,6,6,300,305,75,1030,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18343,5,2,"neverMarried",59,"urban",7,4,2,570,45,20,1140,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18345,6,1,"married",48,"rural",NA,6,4,540,0,0,30,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
18346,6,1,"widowed",12,"urban",1,6,6,645,40,140,1320,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18347,6,2,"married",46,"urban",5,6,5,630,0,170,615,130,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18348,6,2,"commonLaw",35,"urban",1,4,6,440,0,90,970,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
18352,7,1,"neverMarried",24,"urban",1,6,3,510,35,135,915,120,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18361,7,2,"widowed",10,"urban",1,6,6,630,0,0,630,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1
18362,6,2,"widowed",24,"rural",6,4,6,660,0,180,690,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2
18365,6,2,"married",35,"urban",5,6,4,540,105,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2
18370,1,2,"neverMarried",24,"urban",1,4,3,710,30,245,880,0,0,0,0,0,1,2,2,2,2,1,3,2,2,2,2
18371,6,2,"divorced",24,"urban",2,4,2,495,55,105,1060,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18376,5,1,"neverMarried",35,"urban",1,6,6,510,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1
18381,4,2,"married",46,"urban",6,6,6,390,40,45,0,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
18382,5,1,"married",35,"urban",7,4,6,690,0,0,30,60,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2
18383,5,2,"divorced",59,"urban",2,4,6,615,10,135,1270,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18384,6,1,"married",35,"urban",1,5,6,480,60,180,420,0,0,0,0,0,NA,2,2,2,2,NA,3,2,2,1,2
18386,1,2,"neverMarried",12,"urban",2,6,5,1110,30,60,360,0,0,0,0,0,NA,2,1,1,2,NA,8,2,1,1,1
18387,6,1,"married",24,"urban",1,6,6,410,70,135,150,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
18390,7,2,"widowed",35,"urban",NA,6,2,600,120,20,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1
18391,6,1,"commonLaw",13,"urban",1,6,2,560,0,80,30,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18397,7,1,"married",47,"urban",1,6,2,580,0,90,715,100,0,0,0,0,NA,2,2,2,2,NA,8,NA,2,2,2
18398,6,2,"widowed",35,"rural",4,6,1,525,45,60,1440,50,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18401,5,1,"married",47,"rural",4,6,2,450,0,115,115,25,550,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18404,7,2,"widowed",35,"urban",1,6,6,520,215,20,1080,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18405,6,2,"widowed",35,"rural",7,4,3,440,10,30,845,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18410,6,2,"married",46,"urban",7,5,6,580,75,0,240,50,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1
18415,5,2,"commonLaw",59,"urban",1,6,6,460,130,90,20,120,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18417,6,2,"married",59,"rural",2,4,3,435,250,30,140,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18419,6,2,"married",35,"rural",4,5,3,655,120,0,60,85,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18422,6,2,"widowed",59,"rural",2,6,6,480,25,70,1365,105,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18423,5,1,"divorced",59,"urban",4,6,2,445,0,70,1115,20,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18426,7,2,"widowed",35,"urban",1,6,3,510,0,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18435,3,2,"separated",35,"urban",2,4,6,330,0,0,1080,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2
18436,6,2,"married",35,"urban",4,4,6,840,0,40,540,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
18439,7,1,"widowed",24,"rural",1,5,4,630,195,120,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18448,5,1,"married",35,"urban",3,4,1,540,0,60,185,70,60,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18450,7,2,"neverMarried",24,"urban",6,6,6,510,60,195,885,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18452,4,1,"neverMarried",59,"urban",3,6,3,540,0,0,875,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18456,4,1,"neverMarried",24,"rural",3,5,3,630,0,60,1440,30,525,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18459,6,1,"married",12,"urban",2,6,3,180,0,265,50,85,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,1
18466,6,1,"married",13,"rural",3,6,6,460,0,95,510,90,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
18469,6,2,"commonLaw",35,"urban",5,6,2,1440,0,0,720,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2
18473,6,1,"married",48,"urban",2,6,3,510,415,0,35,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18477,1,1,"neverMarried",35,"urban",1,4,3,600,0,15,0,0,0,90,0,0,1,2,2,2,2,NA,2,2,2,2,2
18484,6,1,"married",35,"urban",2,5,6,510,0,105,660,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18489,1,1,"neverMarried",35,"urban",2,4,2,555,0,30,1025,35,315,0,0,0,1,2,1,1,2,NA,NA,NA,2,2,2
18490,7,2,"divorced",35,"urban",6,5,4,750,40,170,915,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18494,5,2,"married",59,"urban",6,5,5,390,40,0,30,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18498,7,1,"widowed",12,"urban",1,6,4,420,120,60,1440,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18502,6,1,"widowed",35,"urban",7,5,5,420,15,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18503,5,1,"married",35,"urban",6,4,4,540,270,0,1110,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18506,3,1,"neverMarried",10,"urban",4,6,4,490,100,60,1320,0,0,0,0,0,NA,2,2,2,2,NA,4,2,2,2,2
18508,6,1,"married",35,"rural",3,6,6,480,110,150,180,20,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
18510,4,1,"commonLaw",24,"rural",6,4,6,525,0,60,185,80,380,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18511,5,2,"widowed",24,"urban",1,6,6,585,15,110,1280,0,0,0,0,0,NA,2,2,2,2,NA,8,NA,2,2,2
18512,5,1,"married",59,"rural",2,6,3,450,30,155,0,160,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18513,7,2,"divorced",59,"urban",3,6,6,440,30,125,1310,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18515,6,1,"separated",59,"rural",3,6,1,630,60,270,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18516,5,2,"married",46,"urban",4,5,6,400,0,225,650,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18517,5,2,"married",24,"urban",5,6,6,570,180,200,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18523,2,1,"neverMarried",12,"urban",7,4,2,270,60,60,0,0,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,2
18526,7,2,"widowed",35,"urban",2,6,1,450,0,80,1180,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2
18528,6,1,"married",10,"urban",3,6,3,450,85,0,270,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18529,4,2,"married",13,"urban",2,6,3,605,90,30,285,70,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18535,5,2,"married",13,"rural",1,6,4,570,90,120,20,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18548,4,2,"married",59,"urban",2,6,6,840,60,60,600,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2
18554,7,2,"widowed",46,"rural",1,6,6,500,0,120,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18558,4,1,"commonLaw",48,"urban",NA,4,2,480,90,105,590,20,315,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2
18559,5,1,"separated",13,"urban",4,4,4,400,30,130,1005,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18562,6,2,"divorced",24,"urban",1,6,6,600,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18566,7,2,"widowed",11,"pei",1,6,1,525,100,215,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18567,7,1,"widowed",35,"urban",2,6,6,655,0,255,1170,50,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1
18573,7,2,"widowed",59,"urban",6,5,6,605,0,35,1190,130,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
18606,1,1,"neverMarried",24,"rural",3,6,6,435,0,30,1275,30,525,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18613,2,1,"neverMarried",59,"rural",3,5,4,325,0,90,755,100,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2
18615,5,1,"married",35,"rural",2,5,3,405,0,150,720,240,480,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2
18619,5,1,"separated",11,"pei",3,4,2,260,75,45,1440,0,0,0,0,0,NA,1,1,1,2,NA,8,1,2,2,2
18623,7,1,"separated",12,"urban",1,6,6,600,0,270,1010,60,0,0,0,0,NA,2,2,2,2,NA,8,2,1,NA,1
18626,7,2,"widowed",59,"urban",1,6,2,660,30,150,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18631,5,1,"commonLaw",59,"urban",3,4,5,585,10,60,395,145,30,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1
18632,5,2,"divorced",59,"urban",1,5,4,720,0,90,1020,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18638,5,2,"widowed",13,"urban",6,5,6,540,45,250,675,70,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2
18639,7,1,"widowed",46,"urban",1,6,6,780,150,0,1350,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18645,6,2,"married",12,"urban",3,4,5,630,115,0,30,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18651,5,1,"neverMarried",24,"urban",6,4,2,375,75,90,1440,30,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2
18657,7,2,"widowed",48,"urban",2,5,5,600,180,60,1320,0,0,0,0,0,NA,2,2,2,2,NA,8,NA,1,2,2
18658,3,1,"commonLaw",10,"urban",2,6,3,455,0,75,740,110,600,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18659,7,2,"widowed",13,"rural",3,4,6,560,120,190,1410,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18660,7,2,"widowed",24,"urban",2,6,3,645,70,75,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18662,6,1,"married",35,"rural",6,4,6,750,45,0,0,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18667,1,2,"neverMarried",46,"urban",2,4,2,870,0,20,980,0,0,0,0,0,1,1,2,2,2,NA,2,2,2,2,1
18669,4,1,"married",46,"urban",2,6,6,630,0,20,0,40,585,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18677,7,2,"divorced",12,"urban",6,6,6,150,0,115,795,125,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18678,7,1,"married",13,"rural",3,4,4,570,0,150,250,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18681,6,2,"married",24,"urban",4,6,6,570,75,105,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18683,7,2,"married",35,"urban",7,6,2,390,0,180,790,80,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,1
18684,5,1,"married",10,"rural",7,5,4,510,0,150,300,70,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18687,1,2,"neverMarried",47,"rural",6,4,5,390,0,60,690,90,0,0,0,0,1,2,1,1,2,NA,2,2,2,2,2
18690,6,1,"married",12,"urban",2,5,2,150,0,150,230,200,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
18691,6,2,"divorced",24,"urban",2,6,6,330,30,0,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18701,7,2,"commonLaw",24,"urban",1,4,6,605,0,90,185,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18704,6,2,"married",47,"rural",1,4,6,515,45,0,90,30,630,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1
18717,4,2,"married",35,"urban",NA,4,6,840,0,0,300,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
18720,5,1,"married",13,"urban",6,4,2,495,90,150,825,0,0,0,0,0,NA,1,1,1,2,NA,8,2,2,2,2
18721,6,1,"married",13,"urban",2,4,1,630,0,90,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18728,6,2,"widowed",48,"urban",3,5,1,330,10,140,1350,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18733,7,1,"widowed",48,"urban",3,4,6,730,60,30,1440,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18735,6,2,"divorced",35,"urban",NA,6,3,780,105,120,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18736,6,1,"neverMarried",59,"urban",3,6,6,580,60,75,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18737,6,1,"married",35,"urban",7,6,6,450,90,45,155,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18744,7,2,"widowed",46,"urban",4,5,2,735,150,0,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18745,5,2,"divorced",35,"urban",4,4,6,480,0,150,1110,20,0,0,0,0,NA,NA,1,1,2,NA,7,2,1,1,2
18747,6,2,"widowed",46,"urban",1,6,6,510,50,85,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18754,4,2,"married",35,"rural",6,6,3,450,90,0,330,120,0,0,0,0,NA,2,2,2,2,NA,1,1,1,2,2
18758,3,1,"married",10,"urban",4,6,1,555,60,60,705,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,1,1
18760,1,1,"neverMarried",48,"urban",2,6,2,680,0,30,1240,80,470,0,0,0,NA,NA,NA,1,1,2,7,1,1,2,2
18762,6,1,"married",13,"urban",NA,5,1,650,0,135,90,90,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
18767,6,1,"neverMarried",47,"rural",2,6,2,480,0,0,1315,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18769,3,2,"neverMarried",12,"urban",7,5,4,630,15,20,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18770,6,2,"divorced",35,"urban",2,6,1,735,0,235,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2
18773,6,1,"married",12,"rural",6,6,1,600,180,120,1080,180,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18779,3,1,"neverMarried",35,"urban",4,6,4,510,0,30,1410,105,525,0,0,0,NA,NA,NA,1,1,2,4,2,2,2,2
18786,2,1,"neverMarried",12,"rural",1,4,4,540,45,10,0,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2
18788,7,2,"widowed",24,"rural",NA,4,2,620,60,115,1060,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
18789,4,2,"married",10,"urban",2,6,6,390,0,60,15,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18790,6,1,"married",46,"urban",2,6,6,390,150,180,630,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18791,7,2,"widowed",35,"urban",4,6,1,450,60,80,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18792,6,2,"married",13,"rural",6,5,6,645,170,120,1275,135,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18800,7,2,"widowed",24,"urban",6,6,6,500,50,115,1345,45,0,0,0,0,NA,2,2,2,2,NA,1,1,1,2,2
18805,1,2,"neverMarried",35,"urban",1,4,4,645,0,150,940,0,0,0,0,0,1,2,2,2,2,1,3,2,2,2,2
18809,6,1,"divorced",35,"urban",4,6,NA,240,100,0,1320,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2
18811,6,2,"married",35,"urban",4,4,6,570,30,45,350,10,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18814,6,2,"married",47,"urban",6,6,6,620,40,130,265,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,1,2
18817,6,2,"divorced",24,"rural",4,6,6,720,60,180,1170,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18824,7,2,"divorced",35,"urban",3,6,6,680,25,45,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18825,7,2,"married",35,"urban",4,6,6,570,285,15,555,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18827,7,2,"widowed",24,"urban",1,4,4,690,0,30,1125,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18835,3,1,"commonLaw",35,"urban",6,4,4,400,0,135,470,145,330,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,2
18838,6,2,"widowed",24,"urban",3,5,6,480,110,60,1000,0,410,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2
18840,3,2,"married",47,"urban",2,4,6,470,95,70,230,65,620,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2
18841,7,2,"married",13,"rural",1,6,6,570,30,50,380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18842,3,1,"married",35,"urban",6,4,6,405,0,50,90,0,580,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2
18843,7,2,"married",46,"urban",6,6,1,690,55,45,1390,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,NA
18845,6,2,"married",13,"urban",4,6,5,540,15,60,550,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2
18846,5,1,"divorced",24,"urban",1,6,6,660,0,180,1290,15,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18848,5,2,"widowed",10,"rural",3,4,6,630,85,65,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18851,5,1,"married",24,"urban",3,4,2,900,120,0,60,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18854,6,1,"married",35,"rural",7,4,1,510,15,225,285,60,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,1
18855,7,1,"married",35,"urban",4,6,6,835,80,80,550,90,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18856,5,2,"neverMarried",35,"urban",4,6,6,540,75,10,1430,40,460,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2
18858,7,1,"married",59,"urban",5,6,1,240,35,285,695,20,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18866,5,2,"neverMarried",24,"rural",2,6,2,510,80,80,1185,100,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2
18868,6,2,"married",24,"rural",2,6,6,600,45,150,300,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2
18870,7,1,"married",10,"rural",2,6,3,540,115,0,140,30,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2
18872,7,1,"divorced",35,"urban",7,4,6,690,20,70,1440,20,240,0,0,0,NA,2,1,1,2,NA,8,1,2,2,2
