,PUMFID,AGEGR10,SEX,MARSTAT,PRV,LUC_RST,EHG_ALL,GTU_110,GTU_130,DUR01,DUR05,DUR06,DURS200,DURL313,DUR08,DUR13,DUR14,DUR15,MRW_20,MRW_30,MRW_40,MRW_D40A,MRW_D40B,EDM_02,TST_01,TCS_110,TCS_120,TCS_150,TCS_200
16724,26724,4,2,1,48,1,2,1,6,120,0,0,30,0,1225,0,0,0,6,6,6,1,1,6,2,2,1,1,1
16725,26725,6,2,4,35,1,6,6,1,490,0,240,1380,0,0,0,0,0,6,2,2,2,2,6,1,2,2,1,2
16726,26726,3,1,1,35,1,7,1,3,360,0,300,790,130,0,0,0,0,6,6,6,1,1,6,3,1,2,1,1
16727,26727,5,2,1,24,1,2,5,5,240,210,155,330,80,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16728,26728,4,1,1,11,3,1,6,6,585,60,40,105,0,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
16729,26729,7,2,3,10,2,1,5,4,720,0,90,45,10,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16730,26730,5,1,1,47,1,3,1,6,540,120,0,60,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16731,26731,3,2,1,35,1,4,1,4,615,60,190,515,40,0,0,0,0,6,6,6,1,1,6,5,2,2,2,1
16732,26732,6,2,3,46,1,2,6,6,480,60,180,1205,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16733,26733,2,2,1,35,1,99,1,6,435,30,60,105,100,440,0,0,0,6,9,9,2,2,6,99,9,9,9,9
16734,26734,4,1,1,11,3,2,1,6,470,15,130,85,30,480,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16735,26735,5,1,1,13,1,3,4,6,600,30,120,0,300,0,0,0,0,6,6,6,1,1,6,1,1,2,2,2
16736,26736,2,2,6,24,1,6,2,5,435,30,60,650,0,0,365,0,0,1,2,2,2,2,1,7,2,2,1,2
16737,26737,3,2,2,48,1,7,1,6,475,0,20,170,60,520,0,0,0,6,6,6,1,1,6,2,2,2,2,1
16738,26738,2,2,6,24,1,3,2,4,810,60,120,1200,30,180,0,0,0,6,6,6,1,1,2,4,2,2,1,2
16739,26739,5,2,2,24,1,4,2,6,600,90,210,210,0,0,0,0,0,6,6,6,1,1,6,2,1,2,2,2
16740,26740,6,1,3,35,1,2,1,1,420,60,30,1410,0,0,0,0,0,6,2,2,2,2,6,1,1,2,2,2
16741,26741,5,2,1,12,1,7,1,5,415,20,60,55,55,705,0,0,0,6,6,6,1,1,6,5,2,1,2,2
16742,26742,5,2,1,48,2,6,1,6,480,20,35,140,100,210,0,0,0,6,6,6,1,1,6,1,1,2,2,2
16743,26743,2,2,1,46,1,99,2,4,570,65,110,175,0,0,0,0,0,6,6,6,1,1,6,2,1,1,2,2
16744,26744,4,2,1,24,1,3,3,2,600,180,60,30,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16745,26745,5,2,1,12,2,4,1,6,570,0,45,330,500,0,0,0,0,6,6,6,1,1,6,1,1,2,1,1
16746,26746,7,2,3,24,1,1,2,1,525,30,90,1395,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16747,26747,6,2,6,35,1,6,4,6,425,30,155,1035,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16748,26748,3,2,5,35,1,6,1,6,395,75,100,155,50,0,0,0,140,6,2,1,1,2,6,3,2,1,1,2
16749,26749,2,2,6,35,1,2,1,6,750,60,60,0,0,0,0,0,0,6,2,2,2,2,6,97,2,1,1,1
16750,26750,5,1,1,11,3,2,2,3,600,0,125,610,85,160,0,0,0,6,6,6,1,1,6,1,2,2,2,1
16751,26751,7,2,3,35,1,3,2,6,540,150,135,1200,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16752,26752,3,2,1,46,1,7,1,5,480,30,15,370,90,420,0,0,0,6,6,6,1,1,6,2,1,2,2,1
16753,26753,6,2,3,12,1,1,6,6,600,0,30,570,45,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
16754,26754,4,1,6,12,1,1,2,1,915,0,150,1440,15,90,0,0,0,6,6,6,1,1,6,1,1,1,2,2
16755,26755,6,2,5,24,1,6,4,1,360,0,0,1380,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
16756,26756,5,2,5,35,1,6,1,5,435,0,30,805,70,480,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16757,26757,4,2,1,59,1,6,2,6,600,100,60,30,40,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16758,26758,5,1,1,35,1,6,3,3,580,10,200,390,50,445,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16759,26759,4,2,4,59,1,4,2,4,465,0,120,170,50,460,0,0,0,6,6,6,1,1,6,1,2,1,1,2
16760,26760,4,2,2,24,2,4,1,5,525,50,50,220,55,605,0,0,0,6,6,6,1,1,6,8,2,1,1,1
16761,26761,3,2,1,59,1,3,2,2,495,330,90,620,30,160,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16762,26762,6,2,1,35,1,2,5,4,480,60,90,450,60,0,0,0,0,6,2,2,2,2,6,8,2,1,2,1
16763,26763,5,2,1,47,1,4,2,6,420,0,60,360,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,1
16764,26764,6,1,6,59,2,3,6,1,585,0,210,1260,155,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16765,26765,2,2,6,48,1,1,5,1,660,80,0,1055,20,385,0,0,0,6,6,6,1,1,6,3,2,2,1,2
16766,26766,2,1,2,24,1,4,3,4,360,0,90,820,45,0,0,0,60,1,1,1,1,2,1,1,2,1,1,2
16767,26767,6,1,1,48,2,3,3,2,480,60,120,0,165,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16768,26768,6,1,1,59,2,3,4,3,565,210,180,340,40,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16769,26769,4,2,6,48,1,7,2,3,615,75,0,1440,50,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16770,26770,3,2,2,59,1,3,2,3,425,180,0,0,20,540,0,0,0,6,6,6,1,1,6,1,2,1,1,2
16771,26771,7,1,1,46,2,1,3,1,540,165,0,420,25,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16772,26772,5,1,1,13,2,3,1,6,600,0,75,280,10,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16773,26773,7,1,3,12,1,99,6,1,420,25,65,1260,0,0,0,0,0,6,9,9,2,2,6,99,9,9,9,9
16774,26774,3,1,6,13,1,99,2,3,480,0,120,555,35,585,0,0,0,6,6,6,1,1,6,5,1,1,2,2
16775,26775,6,2,2,35,2,3,4,5,420,90,45,705,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,1
16776,26776,2,2,6,35,1,4,2,2,600,0,0,1260,0,0,0,0,0,6,6,1,1,2,6,4,1,1,1,2
16777,26777,2,2,2,35,1,4,1,4,540,0,0,0,0,0,0,0,0,6,6,6,1,1,6,1,2,1,1,1
16778,26778,1,1,6,59,1,1,2,2,580,0,60,680,0,0,535,0,120,1,1,2,2,2,1,3,2,1,1,2
16779,26779,2,2,6,35,1,2,2,3,660,90,75,770,0,0,0,0,0,6,1,2,2,2,1,1,2,1,1,2
16780,26780,2,2,6,35,1,2,2,6,720,0,0,1060,20,0,0,0,0,6,6,6,1,1,6,7,1,1,2,1
16781,26781,5,1,1,13,1,2,4,2,480,0,30,110,40,600,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16782,26782,3,2,1,48,1,4,4,6,530,55,45,15,0,0,0,0,0,6,1,2,2,2,6,1,2,1,2,2
16783,26783,4,2,1,35,1,4,1,5,435,60,75,390,125,115,0,0,0,6,6,6,1,1,6,3,2,2,1,1
16784,26784,7,1,3,35,1,6,6,6,720,50,40,1410,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16785,26785,1,2,6,35,1,4,1,3,420,0,0,615,120,735,0,0,0,6,6,6,1,1,6,3,2,2,1,2
16786,26786,1,2,6,48,1,6,4,3,420,0,85,805,85,485,0,0,0,6,6,6,1,1,6,3,2,2,2,1
16787,26787,4,2,2,24,1,3,4,2,750,60,170,1020,20,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16788,26788,7,2,1,47,1,4,6,6,600,0,165,120,75,0,0,0,0,6,2,2,2,2,6,1,2,1,2,2
16789,26789,4,1,6,46,1,3,1,2,805,10,0,930,0,510,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16790,26790,5,2,6,47,1,4,2,5,740,30,0,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,2,1,2
16791,26791,5,2,1,59,1,7,3,3,570,0,150,90,0,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
16792,26792,4,2,2,24,1,4,2,4,565,0,75,725,50,420,0,0,0,6,6,6,1,1,6,1,1,2,2,2
16793,26793,3,1,4,24,2,4,1,6,465,180,90,450,0,420,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16794,26794,6,2,1,59,1,6,2,6,520,45,60,860,75,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16795,26795,5,2,2,35,1,6,3,4,450,60,0,60,0,480,0,0,0,6,6,6,1,1,6,2,1,2,1,1
16796,26796,6,2,3,13,1,4,2,3,630,0,135,1190,45,250,0,0,0,6,2,1,1,2,6,1,1,2,2,2
16797,26797,1,2,6,24,1,1,2,3,630,0,0,240,0,0,270,0,30,2,2,2,2,2,2,8,2,2,2,2
16798,26798,7,1,5,10,1,2,6,4,390,65,60,620,170,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
16799,26799,2,1,1,24,1,6,1,4,540,10,30,115,20,495,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16800,26800,5,2,6,13,1,4,6,6,510,75,30,1170,0,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
16801,26801,1,1,6,12,1,2,5,1,590,20,30,1020,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16802,26802,1,1,6,35,1,2,6,6,540,0,30,1440,0,360,0,0,0,6,6,6,1,1,1,1,1,1,2,1
16803,26803,7,2,6,35,1,5,6,6,465,0,15,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16804,26804,3,1,4,46,1,4,1,3,620,10,20,270,80,0,0,0,0,6,6,6,1,1,6,2,1,2,1,1
16805,26805,5,1,6,24,1,1,2,6,420,0,0,1440,0,0,0,0,0,6,6,1,1,2,6,8,2,2,2,2
16806,26806,2,1,6,35,1,7,4,2,600,60,45,1265,0,460,0,0,0,6,6,6,1,1,6,2,2,1,2,2
16807,26807,2,1,4,24,1,4,1,3,600,0,60,925,0,0,0,0,0,6,6,6,1,1,6,8,2,2,1,2
16808,26808,6,1,1,46,1,1,2,3,540,0,30,0,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16809,26809,3,1,6,59,1,4,2,5,570,30,30,645,0,0,0,0,45,6,6,6,1,1,6,2,2,1,1,2
16810,26810,2,2,1,59,1,6,2,2,540,40,260,0,0,0,0,0,0,6,6,6,1,1,6,3,1,1,1,2
16811,26811,2,1,6,35,1,6,2,3,555,0,95,1320,45,465,0,0,0,6,6,6,1,1,6,4,2,1,2,2
16812,26812,4,1,1,35,2,6,1,3,475,0,120,395,55,240,0,0,0,6,6,6,1,1,6,2,2,2,1,1
16813,26813,3,1,6,48,1,4,6,1,350,0,0,625,0,785,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16814,26814,3,1,1,47,1,2,3,6,365,0,120,490,0,570,0,0,0,6,6,6,1,1,6,2,2,2,2,1
16815,26815,6,2,1,35,2,2,3,6,660,90,180,0,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
16816,26816,4,1,1,13,1,6,2,6,335,10,90,70,60,365,0,0,0,6,6,6,1,1,6,3,2,1,1,2
16817,26817,3,1,2,12,1,3,3,2,720,360,60,0,0,0,0,0,0,6,6,6,1,1,6,2,2,2,2,1
16818,26818,5,1,2,46,2,4,1,4,420,0,105,480,0,675,0,0,0,6,6,6,1,1,6,1,2,1,1,2
16819,26819,3,1,1,46,2,4,1,6,450,120,65,150,40,0,0,0,0,6,6,6,1,1,2,5,2,1,2,2
16820,26820,6,2,1,35,1,7,3,6,540,30,20,905,130,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
16821,26821,3,2,1,24,1,7,6,3,480,150,90,310,255,0,0,0,0,6,6,6,1,1,6,1,2,1,2,2
16822,26822,7,2,6,12,2,3,6,1,505,85,95,1320,25,0,0,0,0,6,2,1,1,2,6,8,2,1,2,2
16823,26823,3,1,6,24,1,5,2,2,545,110,85,1360,0,0,0,0,0,6,6,1,1,2,6,1,2,2,1,2
16824,26824,6,2,2,35,1,4,4,3,530,0,205,10,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,1
16825,26825,5,1,1,35,1,7,1,6,420,120,0,60,60,480,0,0,0,6,6,6,1,1,6,3,1,2,2,7
16826,26826,2,1,1,35,1,4,1,5,360,15,0,455,40,675,0,0,0,6,6,6,1,1,6,2,2,1,1,2
16827,26827,4,2,6,48,1,7,1,6,450,0,480,1155,10,0,0,0,0,6,6,6,1,1,6,1,1,2,2,1
16828,26828,7,1,2,59,1,2,4,1,510,10,435,1320,25,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
16829,26829,5,2,1,24,2,4,4,6,555,0,65,400,45,0,0,0,0,6,2,2,2,2,6,1,2,2,1,2
16830,26830,1,1,6,59,1,4,2,2,570,0,90,1340,0,0,0,0,120,6,6,6,1,1,6,5,2,2,1,1
16831,26831,3,2,6,24,1,4,2,3,410,0,0,650,140,450,0,0,0,6,6,6,1,1,6,4,2,2,1,2
16832,26832,7,2,3,13,2,2,6,6,960,0,65,1350,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16833,26833,2,2,6,35,1,4,1,6,525,95,45,580,0,565,0,0,0,6,6,6,1,1,6,2,2,2,1,1
16834,26834,7,2,3,35,2,1,3,1,405,40,105,1130,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16835,26835,6,2,1,13,1,1,3,2,555,40,165,300,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16836,26836,5,2,1,13,1,99,2,3,510,0,180,0,90,0,0,0,0,6,6,6,1,1,2,8,2,2,2,2
16837,26837,3,2,1,46,1,4,1,6,525,80,20,65,55,450,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16838,26838,5,2,1,59,1,6,2,2,450,60,170,790,0,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
16839,26839,4,2,4,24,1,7,2,6,525,60,150,810,30,240,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16840,26840,3,2,1,48,1,6,1,6,470,75,120,585,110,0,0,0,0,6,6,6,1,1,6,1,2,2,1,1
16841,26841,6,2,3,47,1,2,4,2,765,60,90,1440,30,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16842,26842,1,1,6,24,1,1,3,5,570,30,60,790,0,0,285,0,60,1,1,1,1,2,1,1,2,2,1,2
16843,26843,2,2,6,24,1,1,2,2,720,0,390,315,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16844,26844,7,1,3,35,2,3,1,6,510,0,195,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
16845,26845,1,1,6,35,1,1,2,2,600,0,90,0,0,0,0,0,0,1,2,2,2,2,1,8,2,2,2,1
16846,26846,7,2,3,35,2,4,6,6,645,50,170,1155,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16847,26847,6,2,1,35,2,1,1,6,480,0,0,150,0,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
16848,26848,7,2,3,13,1,3,3,6,630,0,150,1245,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16849,26849,1,2,6,47,1,2,2,3,600,40,0,660,30,360,0,0,170,1,2,1,1,2,1,2,2,1,1,2
16850,26850,3,1,1,35,1,2,2,2,420,0,50,270,160,510,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16851,26851,3,2,1,24,1,7,1,5,450,90,210,0,5,0,0,0,0,6,6,6,1,1,6,1,1,2,1,1
16852,26852,4,2,1,24,2,5,1,6,355,0,15,990,150,575,0,0,0,6,6,6,1,1,6,1,2,2,1,1
16853,26853,1,1,2,35,1,3,1,6,360,0,0,360,60,720,0,0,0,6,6,6,1,1,6,1,2,1,1,1
16854,26854,6,2,1,47,1,3,5,5,535,195,95,90,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16855,26855,7,1,1,47,1,1,4,6,570,60,180,420,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16856,26856,3,1,4,10,1,99,2,6,570,0,120,390,90,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16857,26857,6,2,5,48,2,7,6,6,720,45,0,1370,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16858,26858,6,2,5,12,1,99,5,6,505,75,130,1155,60,0,0,0,0,6,2,1,1,2,6,8,1,2,2,2
16859,26859,5,1,1,46,2,1,2,4,555,90,150,610,0,60,0,0,0,6,6,6,1,1,6,8,2,2,2,2
16860,26860,2,2,1,35,1,7,1,4,525,45,30,0,0,0,0,0,0,6,6,6,1,1,6,2,1,1,2,2
16861,26861,5,1,1,48,1,6,1,5,420,30,0,300,75,540,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16862,26862,6,1,2,24,1,3,5,6,600,0,90,50,60,0,0,0,0,6,2,2,2,2,6,8,2,2,1,2
16863,26863,2,2,2,11,3,6,3,5,570,0,0,450,60,0,480,0,0,1,2,2,2,2,1,1,2,2,2,2
16864,26864,6,2,1,46,2,3,2,1,390,195,10,0,0,0,0,0,0,6,2,2,2,2,6,1,1,2,2,2
16865,26865,5,2,1,24,1,6,2,6,510,120,120,60,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16866,26866,6,1,1,59,1,6,2,6,630,60,65,255,90,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16867,26867,6,2,1,35,1,1,4,3,475,45,90,885,20,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
16868,26868,5,2,1,24,1,7,6,2,540,35,35,285,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16869,26869,3,1,6,35,2,4,6,6,450,0,150,1440,0,490,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16870,26870,5,2,5,35,1,2,2,2,420,10,20,725,175,510,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16871,26871,7,2,3,35,1,2,6,6,570,0,140,1290,10,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16872,26872,3,2,1,10,2,7,1,5,540,30,140,0,0,400,0,0,0,6,6,6,1,1,6,3,1,2,1,1
16873,26873,4,1,4,59,2,1,1,6,265,150,65,630,205,0,0,0,0,6,6,6,1,1,6,8,2,1,1,1
16874,26874,5,2,6,35,1,4,2,3,885,30,40,1440,0,0,0,0,0,6,2,1,1,2,6,1,1,1,2,2
16875,26875,3,2,1,47,1,6,1,6,740,150,120,450,70,0,0,0,0,6,2,1,1,2,6,7,2,2,2,1
16876,26876,7,2,6,11,3,7,5,5,540,270,0,1320,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16877,26877,6,2,6,35,1,5,6,3,390,60,0,1440,10,0,0,0,0,6,2,1,1,2,6,1,2,2,1,2
16878,26878,7,2,1,46,2,4,6,5,590,90,90,120,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16879,26879,5,2,1,47,2,4,1,2,420,20,110,615,0,405,0,0,0,6,2,1,1,2,6,4,2,2,2,2
16880,26880,3,1,1,59,1,6,4,2,480,60,300,420,270,0,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16881,26881,7,2,3,12,2,1,6,6,600,90,0,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,1,2,2
16882,26882,6,2,5,24,1,5,4,6,570,0,15,1440,0,0,0,0,0,6,6,6,1,1,6,1,2,1,2,2
16883,26883,3,1,5,48,1,99,2,3,520,115,0,1020,90,420,0,0,0,6,9,9,2,2,6,99,9,9,9,9
16884,26884,4,2,5,10,1,5,2,6,450,0,40,1010,0,0,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16885,26885,4,2,2,24,1,6,3,4,570,30,125,440,70,375,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16886,26886,1,2,6,35,1,2,1,3,550,0,0,840,0,600,0,0,180,1,1,1,1,2,1,7,2,2,2,2
16887,26887,5,2,5,59,1,1,2,6,600,0,270,1440,0,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16888,26888,4,2,1,35,1,1,6,1,770,35,0,340,0,0,0,0,0,6,2,1,1,2,6,1,2,1,2,1
16889,26889,6,2,1,35,1,2,1,6,495,0,35,740,25,630,0,0,0,6,6,6,1,1,6,8,2,1,1,2
16890,26890,5,2,1,35,2,2,3,1,360,30,270,645,0,0,0,0,0,6,2,2,2,2,6,1,2,2,1,2
16891,26891,6,1,1,35,1,7,2,6,510,0,45,375,0,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
16892,26892,3,1,1,24,1,3,2,4,480,45,30,185,90,450,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16893,26893,5,1,1,35,2,3,1,6,765,0,45,445,40,395,0,0,0,6,6,6,1,1,6,8,1,1,1,2
16894,26894,4,2,6,24,1,6,2,6,450,0,205,590,45,445,0,0,0,6,6,6,1,1,6,8,2,2,2,2
16895,26895,4,1,1,48,1,4,2,6,510,105,60,210,40,485,0,0,0,6,6,6,1,1,2,1,2,2,2,2
16896,26896,5,1,1,59,1,3,4,3,495,60,45,495,20,300,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16897,26897,3,2,1,13,2,6,2,6,540,90,105,70,130,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
16898,26898,3,2,1,48,1,4,3,6,705,270,0,0,135,0,0,0,0,6,2,1,1,2,6,1,2,2,2,2
16899,26899,1,2,6,59,1,2,3,4,620,55,30,395,0,360,0,0,0,6,6,6,1,1,6,2,2,2,1,2
16900,26900,7,1,1,24,1,1,2,2,640,0,360,285,20,0,0,0,0,6,2,2,2,2,6,8,1,1,2,2
16901,26901,3,2,2,24,1,6,1,6,525,0,20,910,85,0,0,0,0,6,6,6,1,1,6,1,2,1,2,1
16902,26902,2,1,1,24,2,3,2,6,450,10,120,330,80,610,0,0,0,6,6,6,1,1,6,5,2,2,1,2
16903,26903,4,1,1,13,1,4,1,4,450,25,0,160,75,495,0,0,0,6,6,6,1,1,6,8,1,2,1,1
16904,26904,5,2,1,47,2,5,1,3,540,150,0,435,0,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
16905,26905,6,2,2,35,1,6,3,6,480,75,105,940,20,0,0,90,0,6,2,2,2,2,6,1,2,2,1,1
16906,26906,2,1,2,13,1,6,1,3,450,0,0,775,30,605,0,0,0,6,6,6,1,1,2,1,2,2,2,2
16907,26907,5,2,1,13,2,2,4,6,620,120,55,725,55,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
16908,26908,4,2,6,24,1,4,3,6,505,10,30,990,80,360,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16909,26909,2,2,6,35,1,4,1,5,640,0,140,910,50,0,0,0,0,6,6,6,1,1,2,1,1,2,1,2
16910,26910,2,2,6,12,1,99,2,1,460,30,15,900,0,480,0,0,0,6,9,9,2,2,6,99,9,9,9,9
16911,26911,1,1,6,35,1,6,2,6,420,70,0,690,60,660,0,0,0,6,6,6,1,1,2,7,2,2,2,2
16912,26912,6,1,1,12,1,1,6,6,465,60,90,90,45,90,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16913,26913,1,1,6,35,1,1,4,4,635,0,0,60,0,0,745,0,0,6,2,1,1,2,1,3,2,2,1,2
16914,26914,5,2,1,35,2,4,3,6,525,190,105,105,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16915,26915,6,2,6,24,1,4,2,3,495,40,60,1440,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16916,26916,1,1,2,12,1,6,2,3,450,60,60,425,5,550,0,0,0,6,6,6,1,1,6,4,2,2,1,2
16917,26917,6,2,1,10,2,1,4,1,540,30,180,0,0,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16918,26918,6,2,1,24,1,1,97,97,435,160,75,310,25,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16919,26919,7,2,1,35,1,4,3,5,570,0,120,390,0,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16920,26920,2,2,1,24,2,4,1,6,420,55,95,0,30,0,0,0,0,6,6,6,1,1,6,1,2,2,2,1
16921,26921,3,1,6,35,1,5,3,3,630,30,0,1340,120,0,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16922,26922,6,2,3,35,1,1,1,1,540,0,180,700,30,0,0,0,0,6,6,6,1,1,6,8,2,2,2,2
16923,26923,5,2,1,46,1,4,1,6,420,360,45,845,45,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
16924,26924,5,2,1,35,2,1,1,6,510,75,105,105,205,0,0,0,0,6,2,2,2,2,6,8,2,1,1,1
16925,26925,4,2,6,35,1,2,1,1,480,15,0,795,0,645,0,0,0,6,6,6,1,1,6,2,2,2,2,2
16926,26926,2,1,1,35,2,4,2,6,480,120,60,270,0,0,0,0,0,6,6,6,1,1,6,1,2,2,1,1
16927,26927,5,2,1,35,1,7,1,6,460,55,95,95,95,475,0,0,0,6,6,6,1,1,6,1,2,1,1,7
16928,26928,3,2,1,35,1,7,1,6,470,165,25,910,60,490,0,0,0,6,6,6,1,1,6,1,2,2,2,1
16929,26929,6,2,3,13,2,1,2,6,660,30,30,960,10,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16930,26930,6,1,6,24,2,4,5,6,460,30,100,1230,120,0,0,0,0,6,2,2,2,2,6,8,2,2,2,2
16931,26931,4,1,6,47,1,1,1,1,380,30,120,900,0,510,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16932,26932,2,1,1,35,1,4,3,3,635,90,60,150,10,0,0,0,0,1,1,2,1,2,6,2,2,2,2,2
16933,26933,2,2,6,35,1,99,1,6,350,30,90,575,65,580,0,0,0,6,6,6,1,1,6,7,2,1,1,1
16934,26934,7,2,1,35,1,2,2,2,650,30,65,0,0,0,0,0,0,6,2,2,2,2,6,8,7,2,2,2
16935,26935,4,2,1,59,1,2,2,3,710,105,60,315,45,0,0,0,0,6,6,6,1,1,6,2,1,2,2,2
16936,26936,6,2,5,24,1,99,2,5,345,45,85,885,160,315,0,0,0,6,9,9,2,2,6,99,9,9,9,9
16937,26937,4,1,1,24,1,6,2,4,630,115,20,150,40,160,0,0,0,6,6,6,1,1,6,8,2,7,2,2
16938,26938,3,1,1,35,1,7,2,4,180,90,90,405,0,360,0,0,0,6,6,6,1,1,6,1,2,2,1,2
16939,26939,2,2,1,47,1,6,1,2,195,0,100,85,10,840,0,0,0,6,6,6,1,1,6,1,2,1,1,2
16940,26940,6,2,1,59,1,2,2,6,420,360,20,320,60,0,0,0,0,6,2,2,2,2,6,1,2,2,2,2
16941,26941,7,2,3,13,1,3,6,4,540,75,0,1440,0,0,0,0,0,6,2,2,2,2,6,8,1,2,2,2
16942,26942,6,1,1,35,2,4,97,97,690,135,50,395,110,0,0,0,0,6,2,1,1,2,6,8,2,2,2,2
16943,26943,4,1,1,48,1,6,3,6,260,0,60,810,0,530,0,0,0,6,6,6,1,1,6,1,2,2,2,2
16944,26944,5,2,1,12,1,6,2,6,510,30,15,1440,0,480,0,0,0,6,6,6,1,1,6,8,2,2,2,2
16945,26945,2,1,1,35,1,4,2,6,480,0,20,10,10,500,0,0,0,6,6,6,1,1,6,2,2,2,1,2
