"id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durShoolSite","durSchoolOnline","durStudy","MRW_20","MRW_30","MRW_40","worked12m","workedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone","province_char","maritalStat_char","eduLevel_char","isFeelRushed"
18221,2,2,1,35,1,4,1,6,450,45,60,40,85,460,0,0,90,NA,NA,NA,1,1,2,5,1,1,2,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
18222,6,1,1,24,2,1,6,1,495,30,90,655,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",0
18223,4,2,1,35,1,4,2,4,455,45,25,130,60,495,0,0,0,NA,1,1,1,2,NA,4,1,1,1,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
18224,6,2,3,24,1,3,4,6,510,25,90,685,175,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Widowed","Trade certificate or diploma",0
18225,4,1,1,48,1,NA,1,6,375,75,85,230,185,525,0,0,0,NA,NA,NA,2,2,NA,1,2,2,2,2,"AB","Married",NA,1
18226,1,1,6,35,2,2,2,4,340,85,20,630,20,0,0,0,120,2,2,1,1,2,2,7,2,2,2,2,"ON","Single, never married","High school diploma or equivalency",1
18227,1,2,6,24,1,2,2,3,550,0,0,625,45,325,0,0,0,NA,NA,NA,1,1,1,7,2,2,2,2,"QC","Single, never married","High school diploma or equivalency",1
18228,6,1,1,13,1,6,2,3,510,0,80,450,0,0,0,0,0,NA,2,2,2,2,NA,1,1,1,1,1,"NB","Married","Bachelor's degree",1
18229,6,2,2,10,2,2,1,2,540,60,120,720,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"NL","Living common-law","High school diploma or equivalency",1
18230,5,2,1,24,2,4,1,6,565,70,170,180,50,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,1,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",1
18231,7,2,3,10,1,2,6,6,480,0,90,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"NL","Widowed","High school diploma or equivalency",0
18232,1,2,6,35,1,1,3,2,520,0,75,770,30,0,360,0,90,1,1,2,2,2,1,3,1,2,1,2,"ON","Single, never married","Less than high school dimploma or its equivalent",1
18233,3,2,1,13,2,3,1,6,480,30,50,590,20,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NB","Married","Trade certificate or diploma",1
18234,2,1,1,48,1,6,3,6,485,85,50,370,30,615,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"AB","Married","Bachelor's degree",1
18235,2,2,1,47,1,7,1,3,450,45,20,45,0,500,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"SK","Married","University certificate, diploma, degree above the BA level",1
18236,6,2,5,12,2,6,4,6,480,0,220,585,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"NS","Divorced","Bachelor's degree",0
18237,4,1,6,24,1,4,1,3,600,20,45,795,20,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"QC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18238,5,2,1,59,1,3,2,6,540,50,10,1075,50,0,0,0,0,NA,2,2,2,2,NA,3,2,2,2,2,"BC","Married","Trade certificate or diploma",1
18239,5,1,1,35,1,3,2,4,360,0,30,110,75,540,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","Trade certificate or diploma",1
18240,6,1,6,13,1,7,6,5,480,10,10,350,50,455,0,0,0,NA,NA,NA,1,1,NA,1,1,1,2,2,"NB","Single, never married","University certificate, diploma, degree above the BA level",0
18241,7,2,3,24,1,6,4,6,600,30,55,1440,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Widowed","Bachelor's degree",0
18242,2,1,1,48,1,4,2,3,490,120,120,60,40,0,0,0,0,NA,NA,NA,1,1,NA,5,2,2,1,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
18243,3,2,2,24,1,6,1,6,515,175,100,105,20,0,0,0,0,NA,NA,NA,1,1,NA,1,NA,1,1,1,"QC","Living common-law","Bachelor's degree",1
18244,4,1,1,35,1,3,1,6,360,0,20,955,70,855,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Married","Trade certificate or diploma",1
18245,2,2,1,48,2,4,2,5,540,0,60,215,110,220,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
18246,2,2,6,24,1,4,2,4,385,0,15,795,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"QC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18247,7,1,1,24,1,1,4,6,500,140,115,75,80,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"QC","Married","Less than high school dimploma or its equivalent",0
18248,4,1,6,47,1,2,5,6,450,45,0,695,90,555,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"SK","Single, never married","High school diploma or equivalency",0
18249,6,1,5,24,1,2,4,4,540,60,150,1440,60,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"QC","Divorced","High school diploma or equivalency",0
18250,4,2,1,13,1,2,2,5,450,30,165,570,20,505,0,0,0,NA,NA,NA,1,1,NA,2,2,1,1,2,"NB","Married","High school diploma or equivalency",1
18251,4,2,1,47,1,4,2,6,360,45,60,825,105,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
18252,3,2,2,24,1,4,2,3,540,60,30,160,10,445,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
18253,6,2,1,10,1,2,3,3,555,200,15,435,25,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NL","Married","High school diploma or equivalency",1
18254,3,2,1,35,1,4,1,6,495,90,45,445,80,0,0,0,0,NA,2,1,1,2,NA,1,2,1,2,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
18255,3,1,6,59,1,3,2,4,420,900,0,1440,0,0,0,0,0,NA,2,1,1,2,NA,1,2,1,1,2,"BC","Single, never married","Trade certificate or diploma",1
18256,4,2,1,11,3,4,1,5,715,275,30,110,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"PEI","Married","College, CEGEP, or other non-university certificate or dimploma",1
18257,4,1,6,35,1,3,1,6,660,60,0,1050,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"ON","Single, never married","Trade certificate or diploma",1
18258,3,2,1,11,3,4,1,3,690,110,80,285,0,0,0,0,120,1,1,2,2,2,1,2,2,1,1,2,"PEI","Married","College, CEGEP, or other non-university certificate or dimploma",1
18259,2,2,6,48,1,4,2,1,390,0,0,80,90,495,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,"AB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18260,2,2,1,48,1,6,2,3,535,10,125,130,230,290,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"AB","Married","Bachelor's degree",1
18261,2,2,2,24,1,3,1,3,525,10,90,105,65,500,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"QC","Living common-law","Trade certificate or diploma",1
18262,2,2,6,59,1,6,2,6,495,30,50,690,0,480,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,"BC","Single, never married","Bachelor's degree",1
18263,7,1,1,13,2,7,1,6,640,90,250,785,30,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,"NB","Married","University certificate, diploma, degree above the BA level",1
18264,2,2,6,46,2,2,2,6,535,0,0,660,20,530,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"MB","Single, never married","High school diploma or equivalency",1
18265,6,2,1,24,1,7,4,6,530,0,245,230,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","University certificate, diploma, degree above the BA level",0
18266,5,1,5,35,1,3,2,6,540,45,0,855,180,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Divorced","Trade certificate or diploma",1
18267,5,1,1,24,1,1,4,6,300,90,90,720,25,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",0
18268,2,2,6,24,1,3,2,2,725,45,30,750,55,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"QC","Single, never married","Trade certificate or diploma",1
18269,7,1,1,10,2,1,6,6,480,45,40,345,90,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,2,"NL","Married","Less than high school dimploma or its equivalent",0
18270,1,2,4,11,3,2,6,2,360,80,0,1385,0,0,0,0,0,NA,1,1,1,2,NA,1,1,2,1,2,"PEI","Separated","High school diploma or equivalency",0
18271,5,2,1,24,1,2,6,3,630,30,180,1015,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1,"QC","Married","High school diploma or equivalency",0
18272,3,2,1,24,1,3,1,6,600,60,30,60,30,630,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,"QC","Married","Trade certificate or diploma",1
18273,2,1,6,35,1,6,6,2,590,0,50,1410,0,0,0,0,0,NA,NA,1,1,2,NA,7,2,1,1,2,"ON","Single, never married","Bachelor's degree",0
18274,3,1,1,59,1,7,2,3,210,30,45,150,90,645,0,0,0,NA,NA,NA,1,1,NA,7,1,1,1,2,"BC","Married","University certificate, diploma, degree above the BA level",1
18275,5,2,1,47,1,6,3,3,435,90,15,435,0,0,0,0,0,NA,2,2,2,2,NA,2,2,1,1,2,"SK","Married","Bachelor's degree",1
18276,1,2,6,12,1,2,2,3,420,0,90,540,0,360,0,0,0,NA,NA,NA,1,1,NA,6,2,2,2,2,"NS","Single, never married","High school diploma or equivalency",1
18277,5,2,1,48,2,2,4,5,510,70,10,630,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"AB","Married","High school diploma or equivalency",0
18278,5,1,1,13,1,4,3,3,525,0,90,565,50,560,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NB","Married","College, CEGEP, or other non-university certificate or dimploma",1
18279,5,1,1,48,1,7,5,6,420,0,30,220,55,590,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"AB","Married","University certificate, diploma, degree above the BA level",0
18280,3,2,1,24,1,7,1,6,480,120,200,60,0,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"QC","Married","University certificate, diploma, degree above the BA level",1
18281,5,1,5,35,2,1,6,6,655,35,0,1440,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Divorced","Less than high school dimploma or its equivalent",0
18282,6,2,6,59,2,2,4,6,465,200,50,1235,60,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"BC","Single, never married","High school diploma or equivalency",0
18283,4,1,2,35,2,4,2,3,480,30,60,305,30,480,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"ON","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
18284,6,2,3,47,1,2,4,3,570,0,210,1215,70,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"SK","Widowed","High school diploma or equivalency",0
18285,4,2,1,47,1,5,6,1,600,90,0,450,30,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"SK","Married","University certificate or dimploma below the bachelor's level",0
18286,1,1,6,24,1,2,2,2,780,0,55,1035,0,0,0,0,0,1,1,1,1,2,1,3,2,2,2,2,"QC","Single, never married","High school diploma or equivalency",1
18287,5,2,6,24,1,5,6,6,480,30,105,1005,0,435,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"QC","Single, never married","University certificate or dimploma below the bachelor's level",0
18288,3,2,1,24,1,4,1,6,305,0,0,500,100,645,0,0,0,NA,NA,1,1,2,1,8,1,1,1,1,"QC","Married","College, CEGEP, or other non-university certificate or dimploma",1
18289,2,1,1,35,1,6,2,3,405,0,30,145,95,650,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"ON","Married","Bachelor's degree",1
18290,6,2,6,59,2,7,5,2,570,10,50,1015,0,0,0,0,0,NA,2,2,2,2,NA,1,NA,2,2,2,"BC","Single, never married","University certificate, diploma, degree above the BA level",0
18291,2,1,6,35,1,6,1,2,505,30,20,990,80,270,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,"ON","Single, never married","Bachelor's degree",1
18292,1,2,6,35,1,NA,2,2,630,0,30,830,40,430,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,"ON","Single, never married",NA,1
18293,3,2,6,47,1,7,1,5,440,0,20,790,85,690,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2,"SK","Single, never married","University certificate, diploma, degree above the BA level",1
18294,6,1,1,24,2,NA,2,2,285,0,150,290,30,0,0,0,0,NA,1,1,1,2,NA,8,2,2,2,2,"QC","Married",NA,1
18295,1,2,6,46,1,4,2,6,535,15,75,985,70,475,0,0,0,NA,NA,NA,1,1,NA,7,1,1,2,2,"MB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18296,3,2,1,24,1,6,3,6,500,170,180,400,0,0,0,0,0,NA,NA,2,2,2,NA,1,NA,2,2,2,"QC","Married","Bachelor's degree",1
18297,6,2,1,59,1,4,3,6,620,0,120,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
18298,6,2,3,35,2,3,2,6,495,0,60,1230,210,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"ON","Widowed","Trade certificate or diploma",1
18299,3,1,6,35,2,4,1,1,420,30,180,1230,0,0,0,0,0,NA,2,1,1,2,NA,8,2,2,1,2,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18300,3,2,1,35,1,4,4,6,470,45,120,990,0,550,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",0
18301,3,1,1,59,1,6,1,2,380,90,60,240,100,630,0,0,0,NA,NA,NA,1,1,NA,3,1,2,1,2,"BC","Married","Bachelor's degree",1
18302,3,2,1,35,1,6,1,3,450,30,180,60,100,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,2,"ON","Married","Bachelor's degree",1
18303,1,1,6,24,1,2,1,2,390,0,75,690,105,730,0,0,0,1,2,1,1,2,1,2,2,1,1,2,"QC","Single, never married","High school diploma or equivalency",1
18304,6,2,1,35,1,7,2,5,525,80,45,130,70,360,0,0,0,NA,NA,NA,1,1,NA,1,1,NA,1,2,"ON","Married","University certificate, diploma, degree above the BA level",1
18305,6,1,1,59,1,3,3,1,780,20,35,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"BC","Married","Trade certificate or diploma",1
18306,4,1,1,48,1,3,1,5,560,75,105,40,70,0,0,0,0,NA,NA,NA,1,1,NA,4,1,1,1,1,"AB","Married","Trade certificate or diploma",1
18307,5,2,2,35,1,2,3,6,510,50,110,430,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Living common-law","High school diploma or equivalency",1
18308,3,2,6,24,1,4,2,6,540,0,30,895,30,485,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18309,2,1,2,11,3,2,1,6,615,0,10,70,70,560,0,0,0,NA,NA,NA,1,1,NA,3,1,2,1,1,"PEI","Living common-law","High school diploma or equivalency",1
18310,5,2,2,24,2,1,1,3,690,60,100,20,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"QC","Living common-law","Less than high school dimploma or its equivalent",1
18311,1,2,6,12,2,NA,3,6,585,20,40,530,0,0,0,0,480,1,1,2,2,2,1,1,2,2,2,2,"NS","Single, never married",NA,1
18312,2,1,6,10,1,6,1,1,360,120,0,1440,0,0,0,0,0,NA,NA,1,1,2,NA,1,2,1,1,1,"NL","Single, never married","Bachelor's degree",1
18313,5,2,1,24,2,7,6,6,560,0,40,0,60,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"QC","Married","University certificate, diploma, degree above the BA level",0
18314,7,2,3,47,2,1,4,3,540,40,0,1260,35,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"SK","Widowed","Less than high school dimploma or its equivalent",0
18315,3,1,1,35,1,7,1,6,345,0,110,295,0,290,0,0,0,NA,NA,NA,1,1,NA,3,2,1,1,2,"ON","Married","University certificate, diploma, degree above the BA level",1
18316,4,2,2,12,2,1,3,2,560,0,60,310,60,420,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"NS","Living common-law","Less than high school dimploma or its equivalent",1
18317,7,1,1,13,1,7,6,6,510,160,150,190,130,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"NB","Married","University certificate, diploma, degree above the BA level",0
18318,5,2,1,35,2,3,4,3,630,120,0,390,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","Trade certificate or diploma",0
18319,2,1,6,35,1,6,1,3,480,0,30,1440,80,480,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,2,"ON","Single, never married","Bachelor's degree",1
18320,2,2,2,24,1,4,2,1,460,0,30,170,100,480,0,0,0,NA,NA,NA,1,1,2,2,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
18321,2,2,6,48,1,2,3,6,450,60,60,650,40,430,0,0,0,NA,NA,NA,1,1,NA,5,2,1,1,2,"AB","Single, never married","High school diploma or equivalency",1
18322,5,2,1,10,2,3,3,6,690,200,120,660,20,0,0,0,0,NA,1,2,2,2,NA,8,2,2,1,2,"NL","Married","Trade certificate or diploma",1
18323,6,2,3,11,3,3,1,6,450,0,105,1215,75,435,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"PEI","Widowed","Trade certificate or diploma",1
18324,3,2,1,46,1,4,1,6,540,60,30,210,0,0,0,0,0,NA,2,2,2,2,NA,2,1,2,2,1,"MB","Married","College, CEGEP, or other non-university certificate or dimploma",1
18325,7,1,2,59,1,3,6,6,390,220,190,630,65,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Living common-law","Trade certificate or diploma",0
18326,4,2,1,12,1,3,2,6,360,10,30,1150,120,620,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"NS","Married","Trade certificate or diploma",1
18327,5,2,1,59,1,1,2,5,430,0,90,225,105,360,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"BC","Married","Less than high school dimploma or its equivalent",1
18328,3,2,1,35,2,4,3,3,570,0,30,700,0,380,0,0,0,NA,NA,NA,1,1,NA,2,1,2,1,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
18329,7,1,3,35,1,3,6,6,510,135,60,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"ON","Widowed","Trade certificate or diploma",0
18330,5,2,3,59,1,7,4,3,480,30,30,1005,100,0,95,0,0,NA,NA,NA,1,1,2,2,2,1,1,2,"BC","Widowed","University certificate, diploma, degree above the BA level",0
18331,1,2,6,35,1,1,1,2,660,150,0,390,0,0,0,0,0,NA,1,2,2,2,1,3,1,2,1,1,"ON","Single, never married","Less than high school dimploma or its equivalent",1
18332,4,1,1,13,1,2,4,3,520,0,165,405,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Married","High school diploma or equivalency",0
18333,5,2,1,12,1,3,5,4,720,60,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"NS","Married","Trade certificate or diploma",0
18334,3,2,5,59,1,6,1,4,715,0,140,920,100,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"BC","Divorced","Bachelor's degree",1
18335,3,1,2,24,1,6,1,6,540,95,90,365,115,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1,"QC","Living common-law","Bachelor's degree",1
18336,5,2,1,24,1,7,2,5,220,45,40,135,0,590,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,2,"QC","Married","University certificate, diploma, degree above the BA level",1
18337,6,2,5,24,1,7,3,2,540,10,140,1340,60,0,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"QC","Divorced","University certificate, diploma, degree above the BA level",1
18338,2,1,2,59,1,NA,2,5,585,35,0,1440,60,0,0,0,0,NA,NA,NA,2,2,NA,2,2,2,2,1,"BC","Living common-law",NA,1
18339,7,2,1,24,1,1,4,2,540,440,10,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,1,2,1,"QC","Married","Less than high school dimploma or its equivalent",0
18340,4,2,1,24,1,6,2,6,510,40,30,105,0,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Married","Bachelor's degree",1
18341,3,1,1,35,1,6,1,4,465,35,0,220,70,720,0,0,0,NA,NA,NA,1,1,NA,7,2,1,1,2,"ON","Married","Bachelor's degree",1
18342,5,1,6,46,1,3,6,6,300,305,75,1030,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"MB","Single, never married","Trade certificate or diploma",0
18343,5,2,6,59,1,7,4,2,570,45,20,1140,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"BC","Single, never married","University certificate, diploma, degree above the BA level",0
18344,6,1,1,47,2,2,3,6,570,0,225,60,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"SK","Married","High school diploma or equivalency",1
18345,6,1,1,48,2,NA,6,4,540,0,0,30,0,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"AB","Married",NA,0
18346,6,1,3,12,1,1,6,6,645,40,140,1320,30,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NS","Widowed","Less than high school dimploma or its equivalent",0
18347,6,2,1,46,1,5,6,5,630,0,170,615,130,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"MB","Married","University certificate or dimploma below the bachelor's level",0
18348,6,2,2,35,1,1,4,6,440,0,90,970,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,1,"ON","Living common-law","Less than high school dimploma or its equivalent",0
18349,5,2,5,24,1,4,3,4,540,30,40,1315,90,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
18350,1,1,6,35,1,1,2,2,470,0,60,760,0,0,335,0,190,1,2,2,2,2,1,7,2,2,2,2,"ON","Single, never married","Less than high school dimploma or its equivalent",1
18351,3,2,2,35,1,6,1,2,615,20,30,600,50,305,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Living common-law","Bachelor's degree",1
18352,7,1,6,24,1,1,6,3,510,35,135,915,120,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",0
18353,3,1,1,59,1,2,1,6,390,0,30,230,30,860,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"BC","Married","High school diploma or equivalency",1
18354,4,2,2,24,1,3,3,4,560,120,85,445,30,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"QC","Living common-law","Trade certificate or diploma",1
18355,6,2,3,12,1,4,1,6,575,60,40,280,20,465,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,1,"NS","Widowed","College, CEGEP, or other non-university certificate or dimploma",1
18356,7,1,3,11,3,6,3,3,450,120,0,1440,0,480,0,0,0,NA,2,2,2,2,NA,8,2,1,2,2,"PEI","Widowed","Bachelor's degree",1
18357,5,1,1,48,1,1,3,6,570,0,90,100,0,0,0,0,0,NA,NA,NA,1,1,NA,8,1,2,1,2,"AB","Married","Less than high school dimploma or its equivalent",1
18358,5,2,1,35,1,4,1,6,815,0,90,375,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
18359,1,1,6,12,1,7,2,6,630,40,0,1440,0,0,0,0,270,1,2,2,2,2,NA,1,2,2,2,1,"NS","Single, never married","University certificate, diploma, degree above the BA level",1
18360,1,1,6,13,2,1,2,3,480,20,70,845,85,405,150,0,0,NA,NA,NA,1,1,2,2,2,2,2,2,"NB","Single, never married","Less than high school dimploma or its equivalent",1
18361,7,2,3,10,1,1,6,6,630,0,0,630,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1,"NL","Widowed","Less than high school dimploma or its equivalent",0
18362,6,2,3,24,2,6,4,6,660,0,180,690,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"QC","Widowed","Bachelor's degree",0
18363,5,2,5,59,1,NA,1,6,450,40,30,960,70,150,0,0,0,NA,NA,NA,1,1,NA,3,1,2,2,2,"BC","Divorced",NA,1
18364,5,2,6,47,1,4,2,6,450,0,130,930,0,510,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"SK","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18365,6,2,1,35,1,5,6,4,540,105,0,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,"ON","Married","University certificate or dimploma below the bachelor's level",0
18366,4,2,6,24,1,4,2,6,380,30,120,465,165,0,0,0,0,NA,NA,NA,1,1,NA,3,1,1,2,2,"QC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
18367,6,2,1,13,1,2,2,2,440,0,0,1000,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Married","High school diploma or equivalency",1
18368,5,1,6,11,3,3,1,2,540,0,120,1320,25,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"PEI","Single, never married","Trade certificate or diploma",1
18369,4,2,2,35,1,3,1,6,480,100,30,430,40,590,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"ON","Living common-law","Trade certificate or diploma",1
18370,1,2,6,24,1,1,4,3,710,30,245,880,0,0,0,0,0,1,2,2,2,2,1,3,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",0
18371,6,2,5,24,1,2,4,2,495,55,105,1060,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Divorced","High school diploma or equivalency",0
18372,5,1,1,35,1,3,1,6,570,60,60,135,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"ON","Married","Trade certificate or diploma",1
18373,4,2,2,24,2,4,1,6,600,80,145,375,35,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,1,1,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
18374,3,2,2,24,2,3,1,4,665,75,60,75,10,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,"QC","Living common-law","Trade certificate or diploma",1
18375,3,1,1,46,1,3,2,4,360,0,0,105,40,505,0,0,0,NA,NA,NA,1,1,NA,4,1,1,1,2,"MB","Married","Trade certificate or diploma",1
18376,5,1,6,35,1,1,6,6,510,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,2,1,"ON","Single, never married","Less than high school dimploma or its equivalent",0
18377,3,2,1,12,1,7,1,6,375,70,75,135,105,440,0,0,0,NA,NA,NA,1,1,NA,3,2,2,1,1,"NS","Married","University certificate, diploma, degree above the BA level",1
18378,6,2,5,35,1,4,2,2,630,0,0,810,240,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,2,"ON","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
18379,7,2,1,24,2,2,3,6,580,105,45,140,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"QC","Married","High school diploma or equivalency",1
