"id","ageGrp","sex","maritalStat","province","popCenter","eduLevel","feelRushed","extraTime","durSleep","durMealPrep","durEating","durAlone","durDriving","durWork","durShoolSite","durSchoolOnline","durStudy","MRW_20","MRW_30","MRW_40","worked12m","workedWeek","enrollStat","dailyTexts","timeSlowDown","timeWorkaholic","timeNotFamFriends","timeWantAlone","province_char","maritalStat_char","eduLevel_char","isFeelRushed"
11756,5,2,1,48,1,4,2,6,510,165,25,480,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
11757,6,1,1,10,2,6,2,6,570,40,105,20,90,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"NL","Married","Bachelor's degree",1
11758,4,2,1,10,1,2,6,6,540,30,90,90,0,0,0,0,0,NA,NA,1,1,2,NA,1,2,2,2,2,"NL","Married","High school diploma or equivalency",0
11759,2,1,6,10,1,5,4,6,600,150,255,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,2,"NL","Single, never married","University certificate or dimploma below the bachelor's level",0
11760,3,1,1,12,1,6,1,5,515,60,180,160,70,180,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"NS","Married","Bachelor's degree",1
11761,6,2,5,35,1,NA,2,2,510,0,90,1380,0,0,0,0,0,NA,NA,NA,2,2,NA,8,2,2,1,2,"ON","Divorced",NA,1
11762,6,2,5,24,1,4,1,6,380,0,0,605,105,525,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,"QC","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
11763,6,1,3,35,1,7,5,4,600,75,60,345,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Widowed","University certificate, diploma, degree above the BA level",0
11764,6,1,6,48,1,4,6,6,350,10,10,945,110,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"AB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",0
11765,5,1,5,35,1,4,1,2,630,0,30,1440,180,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,2,"ON","Divorced","College, CEGEP, or other non-university certificate or dimploma",1
11766,5,2,1,48,1,6,2,6,390,0,50,1320,95,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,2,"AB","Married","Bachelor's degree",1
11767,6,2,1,24,1,2,2,5,510,75,60,240,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Married","High school diploma or equivalency",1
11768,5,1,5,13,1,2,6,1,380,65,45,1440,45,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"NB","Divorced","High school diploma or equivalency",0
11769,1,1,6,46,2,4,1,2,560,0,90,1140,190,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,"MB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
11770,5,2,1,47,1,4,1,6,495,55,45,295,40,550,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
11771,2,2,2,59,1,6,2,4,505,130,80,355,85,425,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,1,"BC","Living common-law","Bachelor's degree",1
11772,5,2,1,35,1,7,6,4,510,0,270,275,330,0,0,0,0,NA,2,2,1,2,NA,1,2,2,2,2,"ON","Married","University certificate, diploma, degree above the BA level",0
11773,6,2,3,35,1,NA,6,NA,300,0,30,1440,0,0,0,0,0,NA,NA,NA,2,2,NA,8,2,NA,1,2,"ON","Widowed",NA,0
11774,4,1,6,35,1,2,1,6,1055,0,115,350,0,0,0,0,0,NA,1,2,2,2,NA,8,1,2,1,1,"ON","Single, never married","High school diploma or equivalency",1
11775,1,1,6,35,1,1,2,1,590,0,55,640,10,0,430,0,75,1,2,1,1,2,1,6,2,2,2,1,"ON","Single, never married","Less than high school dimploma or its equivalent",1
11776,5,2,1,12,1,7,2,6,585,180,0,30,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"NS","Married","University certificate, diploma, degree above the BA level",1
11777,3,2,1,48,1,2,2,4,315,45,0,40,0,555,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"AB","Married","High school diploma or equivalency",1
11778,7,2,1,13,2,4,4,6,430,270,0,480,0,375,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"NB","Married","College, CEGEP, or other non-university certificate or dimploma",0
11779,1,2,6,35,2,4,1,3,435,45,50,645,0,480,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
11780,2,2,1,10,1,4,2,2,500,30,55,135,90,570,0,0,0,NA,NA,NA,1,1,2,2,2,1,2,2,"NL","Married","College, CEGEP, or other non-university certificate or dimploma",1
11781,2,1,6,35,1,1,1,2,420,0,0,540,0,540,0,0,0,NA,NA,NA,1,1,NA,7,2,2,1,2,"ON","Single, never married","Less than high school dimploma or its equivalent",1
11782,5,1,1,24,1,1,2,3,510,0,75,675,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",1
11783,3,1,6,24,1,2,3,2,540,0,75,540,40,420,0,0,0,NA,NA,NA,1,1,NA,7,2,2,2,2,"QC","Single, never married","High school diploma or equivalency",1
11784,5,1,1,59,1,2,2,5,590,0,90,215,10,0,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,"BC","Married","High school diploma or equivalency",1
11785,3,2,1,35,1,4,1,6,510,130,130,270,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
11786,4,2,1,35,1,2,6,2,660,45,60,915,0,0,0,0,0,NA,NA,2,2,2,NA,1,2,2,2,1,"ON","Married","High school diploma or equivalency",0
11787,6,1,1,35,1,3,4,3,720,0,90,120,40,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,2,"ON","Married","Trade certificate or diploma",0
11788,4,2,1,10,1,4,2,6,540,0,90,185,90,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NL","Married","College, CEGEP, or other non-university certificate or dimploma",1
11789,6,2,3,24,2,3,6,6,300,0,45,1080,20,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Widowed","Trade certificate or diploma",0
11790,2,1,2,48,1,2,2,3,535,20,0,230,90,460,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"AB","Living common-law","High school diploma or equivalency",1
11791,2,1,1,59,2,2,2,3,740,100,60,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,"BC","Married","High school diploma or equivalency",1
11792,6,1,1,47,2,5,4,3,540,105,30,255,40,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"SK","Married","University certificate or dimploma below the bachelor's level",0
11793,1,2,6,47,1,2,1,2,630,75,30,20,55,0,0,0,0,1,2,1,1,2,1,8,1,2,2,1,"SK","Single, never married","High school diploma or equivalency",1
11794,2,1,6,48,1,NA,2,2,640,0,90,940,60,0,0,0,0,NA,NA,NA,1,1,2,3,2,2,2,2,"AB","Single, never married",NA,1
11795,5,1,2,24,2,2,4,5,630,0,105,30,0,0,0,0,0,NA,2,1,1,2,NA,1,1,1,2,2,"QC","Living common-law","High school diploma or equivalency",0
11796,7,1,1,24,1,2,6,6,600,0,120,30,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","High school diploma or equivalency",0
11797,4,2,4,59,1,2,1,6,640,260,60,995,70,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,1,"BC","Separated","High school diploma or equivalency",1
11798,5,1,5,10,2,1,4,2,510,0,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NL","Divorced","Less than high school dimploma or its equivalent",0
11799,2,2,1,13,1,6,2,6,600,0,0,375,105,0,0,0,0,NA,2,1,1,2,NA,1,2,1,1,2,"NB","Married","Bachelor's degree",1
11800,2,2,1,47,1,6,1,6,390,150,45,495,45,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,1,"SK","Married","Bachelor's degree",1
11801,6,1,5,46,1,7,4,3,560,35,80,1420,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"MB","Divorced","University certificate, diploma, degree above the BA level",0
11802,3,2,1,46,2,2,2,4,540,30,60,80,30,525,0,0,0,NA,NA,NA,1,1,NA,2,2,2,2,2,"MB","Married","High school diploma or equivalency",1
11803,6,2,1,35,1,6,2,5,540,60,165,0,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,1,"ON","Married","Bachelor's degree",1
11804,6,1,1,12,1,7,1,2,495,0,105,135,0,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"NS","Married","University certificate, diploma, degree above the BA level",1
11805,3,1,6,24,1,6,1,6,300,0,15,1360,70,0,0,0,0,NA,NA,NA,1,1,NA,7,1,1,1,2,"QC","Single, never married","Bachelor's degree",1
11806,2,2,4,35,2,4,1,6,470,110,0,510,130,480,0,0,0,NA,NA,NA,1,1,NA,1,2,1,1,2,"ON","Separated","College, CEGEP, or other non-university certificate or dimploma",1
11807,5,2,1,59,1,4,3,6,560,0,165,75,0,0,0,0,0,NA,2,2,2,2,NA,2,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
11808,4,1,1,48,1,3,1,4,350,0,115,530,165,555,0,0,0,NA,NA,NA,1,1,NA,4,2,1,1,2,"AB","Married","Trade certificate or diploma",1
11809,7,2,1,35,2,2,2,5,435,120,115,645,20,0,0,0,0,NA,2,2,2,2,NA,8,1,1,1,2,"ON","Married","High school diploma or equivalency",1
11810,3,2,2,24,1,3,4,3,585,40,60,60,100,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","Trade certificate or diploma",0
11811,4,1,1,35,1,5,3,3,570,0,0,30,90,720,0,0,0,NA,NA,NA,1,1,2,6,2,1,2,2,"ON","Married","University certificate or dimploma below the bachelor's level",1
11812,3,1,6,24,1,7,3,3,230,20,45,390,0,465,0,0,0,NA,NA,NA,1,1,1,1,1,2,1,2,"QC","Single, never married","University certificate, diploma, degree above the BA level",1
11813,4,2,3,12,1,NA,6,6,630,90,0,1260,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,2,1,"NS","Widowed",NA,0
11814,4,2,2,24,2,4,2,2,540,120,110,0,0,0,0,0,0,NA,1,1,1,2,NA,1,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
11815,3,2,1,24,1,6,2,6,625,95,80,420,0,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"QC","Married","Bachelor's degree",1
11816,3,2,1,48,1,NA,3,1,600,120,30,0,30,0,0,0,0,NA,NA,NA,2,2,NA,1,1,2,2,2,"AB","Married",NA,1
11817,6,2,1,47,1,4,3,3,420,225,120,180,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
11818,5,2,1,13,2,4,3,6,510,15,150,565,10,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"NB","Married","College, CEGEP, or other non-university certificate or dimploma",1
11819,5,1,5,48,1,3,2,4,390,0,240,1050,20,500,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"AB","Divorced","Trade certificate or diploma",1
11820,1,2,6,24,1,1,1,1,495,0,75,735,0,0,295,0,65,NA,2,1,1,2,1,7,2,2,2,2,"QC","Single, never married","Less than high school dimploma or its equivalent",1
11821,7,2,1,48,1,2,4,1,430,0,15,0,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"AB","Married","High school diploma or equivalency",0
11822,2,2,2,24,1,1,2,2,420,30,105,355,120,495,0,0,0,NA,NA,NA,1,1,2,2,1,NA,2,2,"QC","Living common-law","Less than high school dimploma or its equivalent",1
11823,2,1,6,35,1,4,2,2,435,0,60,855,0,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
11824,3,2,1,47,2,2,1,6,710,270,0,455,20,0,0,0,0,NA,NA,NA,1,1,NA,7,2,2,1,1,"SK","Married","High school diploma or equivalency",1
11825,4,1,4,59,1,2,1,6,640,40,40,910,95,530,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,1,"BC","Separated","High school diploma or equivalency",1
11826,5,2,5,59,1,2,5,6,675,0,30,1440,0,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"BC","Divorced","High school diploma or equivalency",0
11827,5,2,1,13,2,7,3,6,465,0,0,105,45,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Married","University certificate, diploma, degree above the BA level",1
11828,3,1,1,46,2,1,6,6,750,0,0,570,0,0,0,0,0,NA,NA,2,2,2,NA,1,2,1,1,2,"MB","Married","Less than high school dimploma or its equivalent",0
11829,4,2,1,35,1,2,5,3,490,105,0,270,30,555,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"ON","Married","High school diploma or equivalency",0
11830,5,2,1,46,1,2,2,3,120,90,160,440,335,0,0,0,0,NA,2,2,2,2,NA,1,2,2,2,2,"MB","Married","High school diploma or equivalency",1
11831,1,1,6,47,2,2,6,1,360,0,55,1225,0,0,0,0,0,NA,2,2,2,2,NA,5,2,2,2,2,"SK","Single, never married","High school diploma or equivalency",0
11832,6,2,1,59,1,4,3,6,525,90,60,165,30,0,45,15,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
11833,4,2,1,59,1,NA,2,4,735,60,60,470,95,0,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"BC","Married",NA,1
11834,2,2,1,47,1,5,1,2,585,105,90,30,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"SK","Married","University certificate or dimploma below the bachelor's level",1
11835,6,1,1,35,1,5,6,2,530,60,120,30,160,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"ON","Married","University certificate or dimploma below the bachelor's level",0
11836,4,1,6,35,1,2,3,4,510,10,25,1110,0,270,0,0,0,NA,2,1,1,2,NA,8,2,2,2,2,"ON","Single, never married","High school diploma or equivalency",1
11837,3,1,1,35,1,4,2,3,1320,0,0,120,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,2,1,1,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
11838,6,2,6,24,1,7,2,2,570,0,150,1275,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,1,2,"QC","Single, never married","University certificate, diploma, degree above the BA level",1
11839,5,1,1,13,1,2,1,3,480,30,90,330,220,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"NB","Married","High school diploma or equivalency",1
11840,5,2,1,46,2,2,1,3,600,150,30,325,40,0,0,0,0,NA,NA,NA,1,1,NA,8,2,1,2,1,"MB","Married","High school diploma or equivalency",1
11841,1,2,6,24,1,2,3,2,585,120,165,400,20,0,0,0,0,1,2,1,1,2,1,6,2,2,1,2,"QC","Single, never married","High school diploma or equivalency",1
11842,4,2,1,13,1,5,1,6,640,45,60,75,0,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,1,"NB","Married","University certificate or dimploma below the bachelor's level",1
11843,6,1,2,46,2,1,6,4,645,0,25,0,0,0,0,0,0,NA,2,2,2,2,NA,8,1,2,1,2,"MB","Living common-law","Less than high school dimploma or its equivalent",0
11844,6,1,1,48,1,2,4,3,720,0,270,270,0,270,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"AB","Married","High school diploma or equivalency",0
11845,2,2,6,59,1,2,4,2,660,20,10,1440,40,0,0,0,0,NA,1,2,2,2,NA,4,2,2,1,2,"BC","Single, never married","High school diploma or equivalency",0
11846,5,1,6,11,3,1,6,4,480,0,135,1120,50,0,0,0,0,NA,NA,NA,1,1,NA,2,2,1,2,2,"PEI","Single, never married","Less than high school dimploma or its equivalent",0
11847,6,1,1,24,2,1,1,6,705,0,180,555,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Less than high school dimploma or its equivalent",1
11848,6,2,5,35,1,3,3,2,480,35,35,1110,55,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Divorced","Trade certificate or diploma",1
11849,1,1,6,48,2,3,2,4,360,0,15,575,120,550,0,0,0,NA,NA,NA,1,1,NA,5,2,2,2,2,"AB","Single, never married","Trade certificate or diploma",1
11850,3,2,1,12,1,6,1,3,480,50,15,190,100,450,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NS","Married","Bachelor's degree",1
11851,4,2,1,24,1,NA,1,6,525,10,45,120,0,430,0,0,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,"QC","Married",NA,1
11852,3,1,2,48,1,4,4,4,600,0,0,855,35,0,0,0,0,NA,NA,1,1,2,NA,2,2,1,2,1,"AB","Living common-law","College, CEGEP, or other non-university certificate or dimploma",0
11853,5,1,1,12,1,6,4,5,375,30,65,520,60,355,160,0,0,NA,NA,NA,1,1,2,8,2,2,2,1,"NS","Married","Bachelor's degree",0
11854,1,1,6,12,1,1,3,2,680,0,40,985,0,0,0,0,0,NA,2,2,2,2,NA,7,2,2,2,2,"NS","Single, never married","Less than high school dimploma or its equivalent",1
11855,5,2,1,47,2,4,2,4,510,50,0,125,35,450,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
11856,7,1,1,24,2,3,6,6,600,0,155,0,30,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,"QC","Married","Trade certificate or diploma",0
11857,6,1,1,12,2,2,4,4,445,0,180,350,200,0,0,0,0,NA,2,1,1,2,NA,1,2,2,2,2,"NS","Married","High school diploma or equivalency",0
11858,5,1,6,59,1,2,6,6,630,0,15,930,30,480,0,0,0,NA,NA,NA,1,1,NA,8,2,2,2,2,"BC","Single, never married","High school diploma or equivalency",0
11859,2,2,4,48,2,4,1,6,520,90,30,870,50,0,0,0,0,NA,2,1,1,2,1,5,2,2,1,1,"AB","Separated","College, CEGEP, or other non-university certificate or dimploma",1
11860,5,1,1,48,1,4,1,4,420,0,0,555,0,480,0,0,0,NA,NA,NA,1,1,NA,6,2,1,1,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
11861,4,2,1,35,1,2,2,6,420,50,30,240,120,405,0,0,0,NA,NA,NA,1,1,NA,8,1,2,2,2,"ON","Married","High school diploma or equivalency",1
11862,2,2,2,35,1,4,2,3,540,15,115,0,0,0,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"ON","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
11863,5,1,1,48,2,4,1,6,305,120,0,650,0,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,1,2,"AB","Married","College, CEGEP, or other non-university certificate or dimploma",1
11864,3,1,1,10,2,3,1,4,600,20,120,185,20,0,0,0,0,NA,2,1,1,2,NA,1,1,2,2,1,"NL","Married","Trade certificate or diploma",1
11865,5,1,3,46,1,2,1,2,550,0,0,375,30,345,0,0,0,NA,NA,NA,1,1,NA,3,1,2,1,2,"MB","Widowed","High school diploma or equivalency",1
11866,5,2,1,35,1,2,2,1,540,0,30,1400,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"ON","Married","High school diploma or equivalency",1
11867,4,2,2,24,1,7,1,6,570,100,75,1175,85,0,0,0,0,NA,2,1,1,2,NA,2,2,2,1,1,"QC","Living common-law","University certificate, diploma, degree above the BA level",1
11868,2,2,2,24,1,4,2,3,615,30,75,90,90,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
11869,5,1,1,48,2,2,2,3,345,0,35,1060,20,0,0,0,0,NA,NA,NA,1,1,NA,8,1,1,2,2,"AB","Married","High school diploma or equivalency",1
11870,2,1,6,48,1,3,1,2,735,0,30,1140,55,0,0,0,0,NA,NA,NA,1,1,NA,1,2,1,2,2,"AB","Single, never married","Trade certificate or diploma",1
11871,5,1,1,24,2,NA,1,6,465,0,60,555,0,0,0,0,0,NA,NA,NA,2,2,NA,8,1,1,2,2,"QC","Married",NA,1
11872,4,2,2,48,2,4,2,2,445,60,45,195,15,420,0,0,0,NA,NA,NA,1,1,NA,1,2,2,1,2,"AB","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
11873,5,1,5,13,1,2,4,6,405,120,60,1120,20,0,0,0,0,NA,2,2,2,2,NA,1,1,2,1,1,"NB","Divorced","High school diploma or equivalency",0
11874,4,1,5,10,2,3,6,4,465,55,80,1295,50,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,"NL","Divorced","Trade certificate or diploma",0
11875,2,1,2,10,1,6,2,4,540,100,0,40,40,490,0,0,0,NA,NA,NA,1,1,NA,3,2,2,2,2,"NL","Living common-law","Bachelor's degree",1
11876,7,2,3,35,1,4,3,3,450,30,45,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Widowed","College, CEGEP, or other non-university certificate or dimploma",1
11877,5,2,1,35,1,6,1,6,450,0,45,715,185,0,0,0,0,NA,2,2,2,2,NA,1,2,2,1,1,"ON","Married","Bachelor's degree",1
11878,5,1,5,24,2,1,4,4,540,90,50,1440,0,0,0,0,0,NA,1,2,2,2,NA,8,1,2,2,2,"QC","Divorced","Less than high school dimploma or its equivalent",0
11879,1,1,6,12,2,1,2,2,660,0,105,1215,0,0,0,0,0,NA,2,1,1,2,NA,1,2,1,2,2,"NS","Single, never married","Less than high school dimploma or its equivalent",1
11880,6,1,1,24,1,6,6,2,540,0,105,200,90,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,"QC","Married","Bachelor's degree",0
11881,2,2,6,35,1,7,3,6,450,30,0,915,150,525,0,0,0,NA,NA,NA,1,1,NA,2,1,2,2,2,"ON","Single, never married","University certificate, diploma, degree above the BA level",1
11882,3,2,1,46,2,4,2,5,570,30,150,90,0,0,0,0,0,NA,NA,NA,1,1,2,2,2,2,1,1,"MB","Married","College, CEGEP, or other non-university certificate or dimploma",1
11883,4,2,1,24,1,6,2,6,600,75,180,90,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"QC","Married","Bachelor's degree",1
11884,2,1,6,10,1,NA,6,6,320,0,160,625,120,405,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NL","Single, never married",NA,0
11885,5,2,1,35,1,6,3,4,535,15,15,80,215,0,0,0,0,NA,2,2,2,2,NA,1,1,2,2,2,"ON","Married","Bachelor's degree",1
11886,3,1,1,12,2,2,2,3,420,0,30,540,0,540,0,0,0,NA,NA,NA,1,1,1,2,2,2,1,1,"NS","Married","High school diploma or equivalency",1
11887,5,1,6,59,1,7,2,2,530,50,50,1440,0,555,0,0,0,NA,NA,NA,1,1,NA,2,1,1,1,1,"BC","Single, never married","University certificate, diploma, degree above the BA level",1
11888,3,1,1,24,1,6,1,4,465,0,30,120,60,540,0,0,0,NA,NA,NA,1,1,NA,3,2,1,2,1,"QC","Married","Bachelor's degree",1
11889,2,2,6,35,1,4,3,4,530,90,0,70,0,0,0,0,0,NA,NA,NA,1,1,NA,7,2,1,2,1,"ON","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
11890,5,1,6,46,2,4,2,2,450,60,45,840,0,480,0,0,0,NA,NA,NA,1,1,NA,4,1,2,2,2,"MB","Single, never married","College, CEGEP, or other non-university certificate or dimploma",1
11891,4,1,1,35,1,4,2,5,450,35,30,355,20,500,0,0,0,NA,NA,NA,1,1,NA,1,1,1,1,1,"ON","Married","College, CEGEP, or other non-university certificate or dimploma",1
11892,5,2,1,59,1,4,2,6,560,10,130,345,120,0,0,0,0,NA,2,2,2,2,NA,1,2,1,2,2,"BC","Married","College, CEGEP, or other non-university certificate or dimploma",1
11893,4,2,2,59,1,2,2,4,510,60,125,45,15,60,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,1,"BC","Living common-law","High school diploma or equivalency",1
11894,3,2,1,59,1,6,3,3,485,60,20,215,0,370,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,1,"BC","Married","Bachelor's degree",1
11895,3,1,2,47,1,4,1,6,600,30,30,25,35,450,0,0,0,NA,NA,NA,1,1,NA,4,2,2,2,2,"SK","Living common-law","College, CEGEP, or other non-university certificate or dimploma",1
11896,4,2,1,12,1,5,1,6,480,40,120,210,30,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,"NS","Married","University certificate or dimploma below the bachelor's level",1
11897,7,2,3,35,2,1,3,6,600,30,20,1380,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Widowed","Less than high school dimploma or its equivalent",1
11898,7,1,1,35,2,5,6,1,620,0,240,0,240,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"ON","Married","University certificate or dimploma below the bachelor's level",0
11899,1,1,6,13,1,NA,2,2,570,30,70,895,0,0,0,0,0,NA,NA,1,1,2,NA,7,2,2,1,2,"NB","Single, never married",NA,1
11900,4,2,5,11,3,7,1,6,600,15,65,480,0,305,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"PEI","Divorced","University certificate, diploma, degree above the BA level",1
11901,4,1,5,59,1,6,1,4,720,0,0,1440,0,0,0,0,0,NA,NA,NA,1,1,NA,1,1,2,2,1,"BC","Divorced","Bachelor's degree",1
11902,6,1,1,48,2,3,3,3,240,60,170,0,10,0,0,0,0,NA,2,1,1,2,NA,8,1,1,1,2,"AB","Married","Trade certificate or diploma",1
11903,3,1,1,47,1,4,1,6,465,0,75,90,180,0,0,0,0,NA,NA,NA,1,1,NA,8,2,2,1,1,"SK","Married","College, CEGEP, or other non-university certificate or dimploma",1
11904,2,1,6,24,1,6,2,3,580,0,30,920,40,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Single, never married","Bachelor's degree",1
11905,4,1,1,24,1,6,3,2,525,90,60,15,0,480,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"QC","Married","Bachelor's degree",1
11906,7,2,3,13,2,1,6,1,630,50,100,1440,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NB","Widowed","Less than high school dimploma or its equivalent",0
11907,1,2,6,35,1,2,3,6,390,0,45,525,0,0,480,0,60,1,2,1,1,2,1,7,2,1,2,2,"ON","Single, never married","High school diploma or equivalency",1
11908,5,1,2,13,1,1,5,3,550,0,105,20,90,0,0,0,0,NA,2,1,1,2,NA,8,2,1,2,2,"NB","Living common-law","Less than high school dimploma or its equivalent",0
11909,4,2,1,10,2,2,2,6,660,90,75,140,20,0,0,0,0,NA,NA,NA,1,1,NA,1,2,2,2,2,"NL","Married","High school diploma or equivalency",1
11910,3,2,1,10,1,3,3,6,360,0,210,15,60,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"NL","Married","Trade certificate or diploma",1
11911,4,2,6,59,1,4,6,6,570,0,150,480,0,0,0,0,0,NA,2,2,2,2,NA,8,2,2,2,2,"BC","Single, never married","College, CEGEP, or other non-university certificate or dimploma",0
11912,4,1,1,12,1,6,1,1,380,0,60,225,20,380,0,0,0,NA,NA,NA,1,1,NA,1,1,2,1,2,"NS","Married","Bachelor's degree",1
11913,5,2,1,35,1,7,2,6,375,0,90,615,0,0,0,0,0,NA,2,2,2,2,NA,8,2,1,1,1,"ON","Married","University certificate, diploma, degree above the BA level",1
11914,5,2,5,35,1,6,1,5,150,0,20,285,30,1155,0,0,0,NA,NA,NA,1,1,NA,2,2,2,1,2,"ON","Divorced","Bachelor's degree",1
